R_ID,Or_ID,Prod_Rating,Delivery_Service_Rating
RT_101000775,OR_31002903,5,3
RT_101000776,OR_31009659,3,1
RT_101000777,OR_31000376,4,4
RT_101000778,OR_31006543,4,4
RT_101000779,OR_31009102,3,3
RT_101000780,OR_31009462,2,2
RT_101000781,OR_31005955,4,1
RT_101000782,OR_31004768,5,2
RT_101000783,OR_31003878,4,5
RT_101000784,OR_31009737,1,4
RT_101000785,OR_31002581,5,4
RT_101000786,OR_31004243,3,1
RT_101000787,OR_31004090,3,4
RT_101000788,OR_31000539,5,5
RT_101000789,OR_31008627,1,4
RT_101000790,OR_31008112,3,3
RT_101000791,OR_31004035,3,1
RT_101000792,OR_31008231,5,3
RT_101000793,OR_31002620,4,2
RT_101000794,OR_31008394,1,1
RT_101000795,OR_31000641,2,3
RT_101000796,OR_31002425,4,2
RT_101000797,OR_31007521,5,4
RT_101000798,OR_31008907,3,4
RT_101000799,OR_31002375,5,4
RT_101000800,OR_31006551,3,2
RT_101000801,OR_31002750,1,3
RT_101000802,OR_31004931,2,5
RT_101000803,OR_31004946,1,4
RT_101000804,OR_31000501,2,4
RT_101000805,OR_31006189,2,2
RT_101000806,OR_31006481,1,3
RT_101000807,OR_31004373,4,5
RT_101000808,OR_31001713,1,2
RT_101000809,OR_31008003,1,2
RT_101000810,OR_31001266,3,1
RT_101000811,OR_31005868,3,5
RT_101000812,OR_31007566,3,1
RT_101000813,OR_31000659,5,5
RT_101000814,OR_31004711,2,4
RT_101000815,OR_31006248,3,2
RT_101000816,OR_31005536,4,3
RT_101000817,OR_31005671,2,2
RT_101000818,OR_31001237,4,4
RT_101000819,OR_31003582,2,2
RT_101000820,OR_31000711,2,4
RT_101000821,OR_31007523,3,4
RT_101000822,OR_31007375,3,1
RT_101000823,OR_31008028,1,4
RT_101000824,OR_31001398,3,5
RT_101000825,OR_31001549,1,3
RT_101000826,OR_31001268,4,1
RT_101000827,OR_31006139,2,5
RT_101000828,OR_31005990,2,4
RT_101000829,OR_31004196,3,1
RT_101000830,OR_31009613,2,1
RT_101000831,OR_31000320,4,4
RT_101000832,OR_31002913,4,5
RT_101000833,OR_31002036,3,3
RT_101000834,OR_31001900,1,1
RT_101000835,OR_31006354,3,2
RT_101000836,OR_31009337,3,3
RT_101000837,OR_31006818,4,2
RT_101000838,OR_31007769,1,2
RT_101000839,OR_31007944,4,5
RT_101000840,OR_31007699,4,4
RT_101000841,OR_31008124,2,1
RT_101000842,OR_31004816,1,5
RT_101000843,OR_31003610,4,5
RT_101000844,OR_31006621,3,2
RT_101000845,OR_31002247,3,1
RT_101000846,OR_31003018,4,5
RT_101000847,OR_31008980,3,4
RT_101000848,OR_31009584,1,4
RT_101000849,OR_31006920,4,4
RT_101000850,OR_31000350,1,4
RT_101000851,OR_31004872,3,5
RT_101000852,OR_31000868,2,3
RT_101000853,OR_31008280,5,1
RT_101000854,OR_31007767,1,1
RT_101000855,OR_31008664,4,5
RT_101000856,OR_31006176,4,1
RT_101000857,OR_31005469,5,2
RT_101000858,OR_31008531,1,4
RT_101000859,OR_31006430,1,3
RT_101000860,OR_31007750,4,1
RT_101000861,OR_31003070,3,4
RT_101000862,OR_31004082,3,3
RT_101000863,OR_31008487,4,2
RT_101000864,OR_31002281,5,4
RT_101000865,OR_31001596,3,3
RT_101000866,OR_31005252,3,2
RT_101000867,OR_31008503,2,2
RT_101000868,OR_31003328,4,2
RT_101000869,OR_31000766,3,4
RT_101000870,OR_31004856,3,5
RT_101000871,OR_31006508,4,3
RT_101000872,OR_31002477,2,3
RT_101000873,OR_31009247,2,3
RT_101000874,OR_31008718,3,4
RT_101000875,OR_31002797,2,4
RT_101000876,OR_31002611,4,3
RT_101000877,OR_31004584,2,1
RT_101000878,OR_31005119,2,3
RT_101000879,OR_31000763,4,3
RT_101000880,OR_31006817,4,3
RT_101000881,OR_31001451,3,3
RT_101000882,OR_31001519,4,4
RT_101000883,OR_31001501,4,2
RT_101000884,OR_31001391,2,1
RT_101000885,OR_31005482,1,4
RT_101000886,OR_31001832,4,4
RT_101000887,OR_31005517,1,2
RT_101000888,OR_31001684,1,5
RT_101000889,OR_31007396,1,2
RT_101000890,OR_31003579,4,1
RT_101000891,OR_31006565,1,2
RT_101000892,OR_31001333,3,3
RT_101000893,OR_31000523,4,5
RT_101000894,OR_31005672,5,5
RT_101000895,OR_31000138,3,4
RT_101000896,OR_31004321,2,1
RT_101000897,OR_31004278,2,3
RT_101000898,OR_31001433,5,5
RT_101000899,OR_31009596,2,5
RT_101000900,OR_31004749,5,1
RT_101000901,OR_31002209,5,1
RT_101000902,OR_31005145,3,2
RT_101000903,OR_31007880,2,4
RT_101000904,OR_31002738,5,1
RT_101000905,OR_31002211,4,1
RT_101000906,OR_31003083,1,1
RT_101000907,OR_31002151,2,2
RT_101000908,OR_31004739,5,3
RT_101000909,OR_31004766,3,5
RT_101000910,OR_31006330,5,5
RT_101000911,OR_31001132,1,3
RT_101000912,OR_31009098,3,1
RT_101000913,OR_31009062,1,3
RT_101000914,OR_31003600,5,2
RT_101000915,OR_31000410,3,4
RT_101000916,OR_31009788,5,3
RT_101000917,OR_31008247,1,1
RT_101000918,OR_31003023,3,5
RT_101000919,OR_31005639,2,5
RT_101000920,OR_31005300,5,3
RT_101000921,OR_31003959,1,5
RT_101000922,OR_31004253,5,1
RT_101000923,OR_31009492,4,4
RT_101000924,OR_31008040,1,4
RT_101000925,OR_31005426,3,1
RT_101000926,OR_31000308,3,2
RT_101000927,OR_31004109,3,2
RT_101000928,OR_31006196,4,1
RT_101000929,OR_31008113,1,2
RT_101000930,OR_31009496,3,1
RT_101000931,OR_31003433,3,2
RT_101000932,OR_31005294,1,1
RT_101000933,OR_31002396,4,1
RT_101000934,OR_31008683,1,3
RT_101000935,OR_31008021,4,2
RT_101000936,OR_31009129,4,1
RT_101000937,OR_31005355,4,3
RT_101000938,OR_31005914,4,5
RT_101000939,OR_31009556,4,1
RT_101000940,OR_31008012,1,4
RT_101000941,OR_31008485,3,1
RT_101000942,OR_31009274,4,3
RT_101000943,OR_31009932,1,3
RT_101000944,OR_31004270,4,2
RT_101000945,OR_31008812,2,4
RT_101000946,OR_31004693,3,5
RT_101000947,OR_31002122,3,2
RT_101000948,OR_31007037,4,4
RT_101000949,OR_31007768,3,4
RT_101000950,OR_31006124,5,3
RT_101000951,OR_31005348,3,1
RT_101000952,OR_31007861,4,3
RT_101000953,OR_31002387,3,3
RT_101000954,OR_31003512,1,4
RT_101000955,OR_31008378,2,1
RT_101000956,OR_31005168,3,3
RT_101000957,OR_31006885,5,3
RT_101000958,OR_31009098,5,1
RT_101000959,OR_31001183,1,1
RT_101000960,OR_31003860,5,5
RT_101000961,OR_31007520,5,4
RT_101000962,OR_31002581,4,2
RT_101000963,OR_31004077,2,4
RT_101000964,OR_31004877,5,4
RT_101000965,OR_31007141,4,5
RT_101000966,OR_31005682,3,5
RT_101000967,OR_31005048,4,3
RT_101000968,OR_31007217,3,5
RT_101000969,OR_31000922,1,4
RT_101000970,OR_31001500,1,3
RT_101000971,OR_31006049,2,5
RT_101000972,OR_31000374,2,4
RT_101000973,OR_31007083,3,2
RT_101000974,OR_31004377,1,4
RT_101000975,OR_31000552,1,4
RT_101000976,OR_31008148,1,5
RT_101000977,OR_31004666,1,2
RT_101000978,OR_31008788,1,3
RT_101000979,OR_31004687,5,3
RT_101000980,OR_31009215,2,5
RT_101000981,OR_31006152,4,2
RT_101000982,OR_31007338,5,1
RT_101000983,OR_31008519,3,2
RT_101000984,OR_31003202,2,5
RT_101000985,OR_31006190,4,3
RT_101000986,OR_31006593,4,2
RT_101000987,OR_31006081,5,3
RT_101000988,OR_31008653,5,4
RT_101000989,OR_31008069,3,4
RT_101000990,OR_31000140,4,2
RT_101000991,OR_31008060,3,3
RT_101000992,OR_31004176,5,3
RT_101000993,OR_31003699,3,2
RT_101000994,OR_31009903,1,1
RT_101000995,OR_31005494,4,2
RT_101000996,OR_31008772,3,4
RT_101000997,OR_31001451,3,4
RT_101000998,OR_31001396,4,3
RT_101000999,OR_31003494,5,5
RT_101001000,OR_31003522,4,5
RT_101001001,OR_31008745,4,1
RT_101001002,OR_31002207,3,3
RT_101001003,OR_31005210,1,3
RT_101001004,OR_31003545,4,4
RT_101001005,OR_31005655,4,1
RT_101001006,OR_31009887,1,4
RT_101001007,OR_31003812,3,1
RT_101001008,OR_31009847,5,1
RT_101001009,OR_31006528,3,4
RT_101001010,OR_31000363,5,2
RT_101001011,OR_31006075,2,1
RT_101001012,OR_31003937,1,4
RT_101001013,OR_31009022,5,2
RT_101001014,OR_31007464,1,3
RT_101001015,OR_31002750,4,2
RT_101001016,OR_31001274,4,5
RT_101001017,OR_31001232,5,2
RT_101001018,OR_31009962,5,2
RT_101001019,OR_31001048,4,2
RT_101001020,OR_31006399,5,3
RT_101001021,OR_31005759,1,3
RT_101001022,OR_31009921,2,1
RT_101001023,OR_31001660,1,3
RT_101001024,OR_31001458,5,1
RT_101001025,OR_31004853,5,2
RT_101001026,OR_31002123,2,3
RT_101001027,OR_31008187,1,4
RT_101001028,OR_31001350,5,5
RT_101001029,OR_31004159,3,2
RT_101001030,OR_31004955,5,4
RT_101001031,OR_31004523,4,1
RT_101001032,OR_31000557,3,4
RT_101001033,OR_31007148,4,4
RT_101001034,OR_31004595,2,2
RT_101001035,OR_31003101,5,4
RT_101001036,OR_31001438,2,4
RT_101001037,OR_31001343,3,2
RT_101001038,OR_31004680,1,1
RT_101001039,OR_31007466,1,1
RT_101001040,OR_31002151,1,4
RT_101001041,OR_31007040,2,5
RT_101001042,OR_31003588,3,4
RT_101001043,OR_31008811,4,1
RT_101001044,OR_31000130,4,4
RT_101001045,OR_31004306,4,5
RT_101001046,OR_31005872,2,3
RT_101001047,OR_31006114,2,2
RT_101001048,OR_31006126,3,2
RT_101001049,OR_31007157,2,2
RT_101001050,OR_31005709,5,5
RT_101001051,OR_31004673,4,1
RT_101001052,OR_31001540,3,2
RT_101001053,OR_31008070,2,4
RT_101001054,OR_31000563,2,2
RT_101001055,OR_31005004,5,2
RT_101001056,OR_31000250,5,3
RT_101001057,OR_31007028,5,3
RT_101001058,OR_31002680,1,2
RT_101001059,OR_31003439,3,5
RT_101001060,OR_31009750,1,5
RT_101001061,OR_31007264,5,1
RT_101001062,OR_31008006,4,4
RT_101001063,OR_31006957,1,3
RT_101001064,OR_31001593,4,2
RT_101001065,OR_31007109,2,5
RT_101001066,OR_31008434,3,1
RT_101001067,OR_31004329,4,2
RT_101001068,OR_31004260,5,3
RT_101001069,OR_31009486,3,5
RT_101001070,OR_31003911,2,1
RT_101001071,OR_31005199,3,1
RT_101001072,OR_31009338,5,4
RT_101001073,OR_31004136,1,5
RT_101001074,OR_31007987,5,4
RT_101001075,OR_31001236,5,4
RT_101001076,OR_31005233,1,1
RT_101001077,OR_31004886,3,4
RT_101001078,OR_31001155,4,5
RT_101001079,OR_31003257,3,4
RT_101001080,OR_31002296,5,4
RT_101001081,OR_31001171,4,3
RT_101001082,OR_31001735,2,1
RT_101001083,OR_31008298,5,2
RT_101001084,OR_31008427,3,5
RT_101001085,OR_31007362,2,1
RT_101001086,OR_31004661,3,2
RT_101001087,OR_31006630,5,5
RT_101001088,OR_31009345,5,3
RT_101001089,OR_31001510,3,3
RT_101001090,OR_31001264,1,5
RT_101001091,OR_31004397,1,4
RT_101001092,OR_31001276,2,1
RT_101001093,OR_31007483,3,4
RT_101001094,OR_31001618,3,5
RT_101001095,OR_31000985,3,3
RT_101001096,OR_31007439,2,3
RT_101001097,OR_31005368,3,3
RT_101001098,OR_31009027,2,2
RT_101001099,OR_31005207,4,3
RT_101001100,OR_31008249,5,3
RT_101001101,OR_31004514,3,2
RT_101001102,OR_31009208,1,5
RT_101001103,OR_31005796,1,1
RT_101001104,OR_31005738,1,2
RT_101001105,OR_31006302,5,3
RT_101001106,OR_31008551,2,3
RT_101001107,OR_31007527,4,3
RT_101001108,OR_31002699,4,1
RT_101001109,OR_31005740,3,5
RT_101001110,OR_31001773,2,5
RT_101001111,OR_31004714,4,2
RT_101001112,OR_31008543,1,1
RT_101001113,OR_31003624,1,2
RT_101001114,OR_31007983,2,3
RT_101001115,OR_31005313,2,5
RT_101001116,OR_31008074,2,5
RT_101001117,OR_31002262,3,4
RT_101001118,OR_31004516,3,5
RT_101001119,OR_31006744,5,5
RT_101001120,OR_31008787,5,4
RT_101001121,OR_31001511,4,5
RT_101001122,OR_31002029,4,1
RT_101001123,OR_31009052,3,1
RT_101001124,OR_31000866,4,3
RT_101001125,OR_31007066,2,3
RT_101001126,OR_31005213,1,5
RT_101001127,OR_31003328,2,1
RT_101001128,OR_31000777,4,4
RT_101001129,OR_31002392,5,3
RT_101001130,OR_31005022,3,4
RT_101001131,OR_31004469,2,5
RT_101001132,OR_31008965,4,5
RT_101001133,OR_31002088,2,3
RT_101001134,OR_31006546,3,2
RT_101001135,OR_31008145,3,3
RT_101001136,OR_31001484,2,2
RT_101001137,OR_31006922,5,2
RT_101001138,OR_31003195,5,1
RT_101001139,OR_31006764,4,2
RT_101001140,OR_31008416,3,4
RT_101001141,OR_31007467,2,5
RT_101001142,OR_31003459,2,3
RT_101001143,OR_31008841,1,2
RT_101001144,OR_31008562,5,1
RT_101001145,OR_31002431,1,1
RT_101001146,OR_31001627,1,3
RT_101001147,OR_31009169,2,2
RT_101001148,OR_31001593,3,3
RT_101001149,OR_31000536,2,1
RT_101001150,OR_31009738,3,4
RT_101001151,OR_31006464,4,4
RT_101001152,OR_31003639,5,4
RT_101001153,OR_31002958,3,1
RT_101001154,OR_31006182,2,1
RT_101001155,OR_31004265,4,4
RT_101001156,OR_31003878,1,3
RT_101001157,OR_31005938,5,5
RT_101001158,OR_31003368,1,2
RT_101001159,OR_31006005,3,4
RT_101001160,OR_31000864,1,5
RT_101001161,OR_31003640,3,5
RT_101001162,OR_31004595,1,1
RT_101001163,OR_31000982,1,5
RT_101001164,OR_31002604,5,2
RT_101001165,OR_31002904,5,3
RT_101001166,OR_31003188,4,3
RT_101001167,OR_31000521,3,1
RT_101001168,OR_31007521,5,1
RT_101001169,OR_31004435,3,4
RT_101001170,OR_31005073,5,3
RT_101001171,OR_31004113,1,4
RT_101001172,OR_31003966,4,4
RT_101001173,OR_31008813,3,4
RT_101001174,OR_31007295,4,5
RT_101001175,OR_31002999,5,1
RT_101001176,OR_31004129,3,3
RT_101001177,OR_31001533,3,4
RT_101001178,OR_31008836,4,3
RT_101001179,OR_31000476,2,1
RT_101001180,OR_31001426,1,1
RT_101001181,OR_31000571,3,3
RT_101001182,OR_31005567,5,1
RT_101001183,OR_31000209,5,5
RT_101001184,OR_31001609,5,1
RT_101001185,OR_31002249,4,3
RT_101001186,OR_31009140,5,2
RT_101001187,OR_31006442,2,5
RT_101001188,OR_31004447,1,1
RT_101001189,OR_31007915,2,1
RT_101001190,OR_31004342,2,5
RT_101001191,OR_31000703,2,2
RT_101001192,OR_31002085,4,3
RT_101001193,OR_31007766,2,3
RT_101001194,OR_31000340,2,1
RT_101001195,OR_31005263,4,4
RT_101001196,OR_31009120,3,1
RT_101001197,OR_31009116,3,2
RT_101001198,OR_31006024,1,2
RT_101001199,OR_31002762,5,5
RT_101001200,OR_31001096,3,3
RT_101001201,OR_31006350,1,2
RT_101001202,OR_31006689,1,5
RT_101001203,OR_31003182,5,1
RT_101001204,OR_31005642,1,5
RT_101001205,OR_31000019,4,3
RT_101001206,OR_31008716,2,3
RT_101001207,OR_31006772,3,3
RT_101001208,OR_31007259,5,4
RT_101001209,OR_31007411,4,4
RT_101001210,OR_31008221,5,1
RT_101001211,OR_31005575,5,1
RT_101001212,OR_31001222,2,2
RT_101001213,OR_31003763,5,2
RT_101001214,OR_31005253,4,5
RT_101001215,OR_31006399,3,2
RT_101001216,OR_31008462,1,3
RT_101001217,OR_31001181,1,3
RT_101001218,OR_31003766,4,3
RT_101001219,OR_31009021,1,3
RT_101001220,OR_31009012,3,2
RT_101001221,OR_31000591,4,5
RT_101001222,OR_31006895,4,5
RT_101001223,OR_31005807,5,1
RT_101001224,OR_31005880,2,4
RT_101001225,OR_31000926,3,5
RT_101001226,OR_31004107,3,1
RT_101001227,OR_31007693,3,3
RT_101001228,OR_31000871,3,3
RT_101001229,OR_31006622,1,4
RT_101001230,OR_31001230,1,5
RT_101001231,OR_31007097,4,3
RT_101001232,OR_31002272,1,4
RT_101001233,OR_31000396,1,1
RT_101001234,OR_31005714,2,3
RT_101001235,OR_31004873,5,3
RT_101001236,OR_31005953,4,1
RT_101001237,OR_31009979,4,5
RT_101001238,OR_31004560,3,5
RT_101001239,OR_31003174,4,3
RT_101001240,OR_31000333,1,1
RT_101001241,OR_31002537,4,3
RT_101001242,OR_31002807,4,4
RT_101001243,OR_31003430,5,1
RT_101001244,OR_31006943,1,1
RT_101001245,OR_31007373,3,3
RT_101001246,OR_31008821,5,4
RT_101001247,OR_31007842,2,1
RT_101001248,OR_31005116,5,5
RT_101001249,OR_31002851,3,1
RT_101001250,OR_31002621,5,4
RT_101001251,OR_31000750,3,3
RT_101001252,OR_31007277,5,3
RT_101001253,OR_31006235,2,1
RT_101001254,OR_31007683,5,4
RT_101001255,OR_31000105,3,5
RT_101001256,OR_31004347,4,4
RT_101001257,OR_31005073,5,3
RT_101001258,OR_31006015,1,3
RT_101001259,OR_31007876,1,5
RT_101001260,OR_31007070,3,5
RT_101001261,OR_31001577,4,3
RT_101001262,OR_31002956,4,1
RT_101001263,OR_31005986,4,2
RT_101001264,OR_31005392,1,5
RT_101001265,OR_31004444,3,5
RT_101001266,OR_31005642,3,2
RT_101001267,OR_31006791,2,1
RT_101001268,OR_31004027,5,3
RT_101001269,OR_31003359,5,5
RT_101001270,OR_31000944,4,4
RT_101001271,OR_31004975,2,5
RT_101001272,OR_31000721,2,4
RT_101001273,OR_31001319,1,4
RT_101001274,OR_31009925,2,4
RT_101001275,OR_31009657,2,1
RT_101001276,OR_31003659,4,5
RT_101001277,OR_31009525,4,1
RT_101001278,OR_31009356,2,3
RT_101001279,OR_31008799,5,2
RT_101001280,OR_31000131,3,1
RT_101001281,OR_31009273,3,2
RT_101001282,OR_31008373,4,1
RT_101001283,OR_31007377,4,1
RT_101001284,OR_31003986,1,1
RT_101001285,OR_31000056,2,4
RT_101001286,OR_31007761,4,1
RT_101001287,OR_31006519,5,2
RT_101001288,OR_31001496,3,1
RT_101001289,OR_31009882,5,5
RT_101001290,OR_31000675,1,3
RT_101001291,OR_31004717,1,4
RT_101001292,OR_31007007,2,3
RT_101001293,OR_31002152,3,1
RT_101001294,OR_31002493,2,5
RT_101001295,OR_31001335,5,1
RT_101001296,OR_31008701,4,4
RT_101001297,OR_31001385,1,5
RT_101001298,OR_31006066,5,2
RT_101001299,OR_31004734,5,4
RT_101001300,OR_31002202,1,3
RT_101001301,OR_31001592,1,5
RT_101001302,OR_31008289,2,5
RT_101001303,OR_31007859,1,2
RT_101001304,OR_31009142,3,2
RT_101001305,OR_31002480,1,4
RT_101001306,OR_31009014,5,3
RT_101001307,OR_31004406,4,2
RT_101001308,OR_31009644,4,3
RT_101001309,OR_31008961,2,3
RT_101001310,OR_31008120,4,5
RT_101001311,OR_31004220,4,4
RT_101001312,OR_31005125,5,1
RT_101001313,OR_31000071,4,3
RT_101001314,OR_31005731,5,5
RT_101001315,OR_31004981,4,4
RT_101001316,OR_31008178,1,1
RT_101001317,OR_31004766,4,5
RT_101001318,OR_31007737,1,5
RT_101001319,OR_31004808,3,2
RT_101001320,OR_31004788,5,3
RT_101001321,OR_31003455,5,1
RT_101001322,OR_31003047,1,5
RT_101001323,OR_31004560,3,2
RT_101001324,OR_31000474,3,3
RT_101001325,OR_31000891,3,4
RT_101001326,OR_31002304,3,3
RT_101001327,OR_31002006,2,1
RT_101001328,OR_31008209,2,5
RT_101001329,OR_31009607,5,3
RT_101001330,OR_31000977,1,4
RT_101001331,OR_31001262,5,4
RT_101001332,OR_31005860,2,4
RT_101001333,OR_31002191,4,2
RT_101001334,OR_31006997,2,3
RT_101001335,OR_31004275,4,2
RT_101001336,OR_31003123,5,3
RT_101001337,OR_31007830,1,5
RT_101001338,OR_31007551,5,1
RT_101001339,OR_31000975,5,3
RT_101001340,OR_31007572,3,4
RT_101001341,OR_31006279,3,4
RT_101001342,OR_31005799,4,3
RT_101001343,OR_31001298,3,3
RT_101001344,OR_31009920,4,4
RT_101001345,OR_31000701,3,1
RT_101001346,OR_31007263,2,5
RT_101001347,OR_31003802,5,1
RT_101001348,OR_31006580,5,5
RT_101001349,OR_31003520,2,4
RT_101001350,OR_31008020,4,3
RT_101001351,OR_31005271,2,3
RT_101001352,OR_31007745,2,5
RT_101001353,OR_31006285,4,4
RT_101001354,OR_31003247,5,4
RT_101001355,OR_31006049,3,2
RT_101001356,OR_31004268,4,1
RT_101001357,OR_31009159,2,4
RT_101001358,OR_31000855,4,5
RT_101001359,OR_31002105,4,2
RT_101001360,OR_31000084,4,1
RT_101001361,OR_31005324,5,5
RT_101001362,OR_31009975,2,5
RT_101001363,OR_31007533,2,2
RT_101001364,OR_31007648,2,5
RT_101001365,OR_31004494,1,1
RT_101001366,OR_31008855,4,1
RT_101001367,OR_31000591,3,5
RT_101001368,OR_31001944,1,4
RT_101001369,OR_31004116,4,4
RT_101001370,OR_31000294,2,2
RT_101001371,OR_31003974,3,2
RT_101001372,OR_31003628,1,1
RT_101001373,OR_31005066,1,5
RT_101001374,OR_31003911,1,4
RT_101001375,OR_31004925,1,3
RT_101001376,OR_31005439,4,2
RT_101001377,OR_31001883,1,1
RT_101001378,OR_31007575,3,4
RT_101001379,OR_31003830,3,2
RT_101001380,OR_31008095,3,4
RT_101001381,OR_31006370,5,4
RT_101001382,OR_31003735,3,5
RT_101001383,OR_31002258,2,2
RT_101001384,OR_31005694,1,5
RT_101001385,OR_31008134,2,5
RT_101001386,OR_31001311,1,3
RT_101001387,OR_31002744,1,5
RT_101001388,OR_31008472,2,2
RT_101001389,OR_31004267,2,5
RT_101001390,OR_31006124,4,5
RT_101001391,OR_31005059,1,2
RT_101001392,OR_31004719,2,4
RT_101001393,OR_31002326,2,5
RT_101001394,OR_31008623,2,5
RT_101001395,OR_31001226,1,2
RT_101001396,OR_31006855,4,3
RT_101001397,OR_31006478,3,4
RT_101001398,OR_31008701,5,1
RT_101001399,OR_31009868,2,1
RT_101001400,OR_31002328,3,3
RT_101001401,OR_31007415,5,2
RT_101001402,OR_31009970,4,1
RT_101001403,OR_31000773,3,3
RT_101001404,OR_31002249,1,3
RT_101001405,OR_31002597,2,5
RT_101001406,OR_31002030,3,3
RT_101001407,OR_31009510,5,3
RT_101001408,OR_31004166,2,1
RT_101001409,OR_31002910,3,1
RT_101001410,OR_31002760,1,3
RT_101001411,OR_31001521,1,3
RT_101001412,OR_31004492,4,2
RT_101001413,OR_31006838,5,5
RT_101001414,OR_31000367,4,1
RT_101001415,OR_31002369,1,2
RT_101001416,OR_31004034,3,4
RT_101001417,OR_31001003,2,2
RT_101001418,OR_31001605,2,5
RT_101001419,OR_31009032,2,5
RT_101001420,OR_31009060,3,4
RT_101001421,OR_31007780,4,2
RT_101001422,OR_31008179,5,2
RT_101001423,OR_31009760,1,5
RT_101001424,OR_31008576,1,4
RT_101001425,OR_31006239,2,5
RT_101001426,OR_31001377,2,4
RT_101001427,OR_31008946,2,5
RT_101001428,OR_31000674,3,3
RT_101001429,OR_31002012,5,5
RT_101001430,OR_31003978,5,3
RT_101001431,OR_31008990,5,5
RT_101001432,OR_31008004,3,1
RT_101001433,OR_31005155,3,4
RT_101001434,OR_31007016,2,4
RT_101001435,OR_31006425,3,1
RT_101001436,OR_31008329,2,4
RT_101001437,OR_31007739,3,1
RT_101001438,OR_31000139,2,5
RT_101001439,OR_31005499,3,3
RT_101001440,OR_31009850,4,2
RT_101001441,OR_31002593,1,4
RT_101001442,OR_31006683,5,4
RT_101001443,OR_31008295,2,1
RT_101001444,OR_31009006,5,4
RT_101001445,OR_31002095,3,5
RT_101001446,OR_31007488,5,2
RT_101001447,OR_31004472,5,3
RT_101001448,OR_31007167,3,5
RT_101001449,OR_31008942,1,3
RT_101001450,OR_31002139,1,3
RT_101001451,OR_31005625,1,4
RT_101001452,OR_31009581,2,3
RT_101001453,OR_31004331,5,2
RT_101001454,OR_31002998,2,1
RT_101001455,OR_31007286,3,1
RT_101001456,OR_31002785,4,5
RT_101001457,OR_31004041,2,3
RT_101001458,OR_31006320,2,2
RT_101001459,OR_31000588,3,3
RT_101001460,OR_31003005,3,2
RT_101001461,OR_31002333,1,3
RT_101001462,OR_31004275,4,4
RT_101001463,OR_31001044,5,1
RT_101001464,OR_31009494,4,2
RT_101001465,OR_31003014,1,2
RT_101001466,OR_31003515,3,3
RT_101001467,OR_31000168,1,2
RT_101001468,OR_31007958,3,4
RT_101001469,OR_31002876,3,4
RT_101001470,OR_31000057,5,5
RT_101001471,OR_31004172,2,3
RT_101001472,OR_31005225,2,1
RT_101001473,OR_31001731,4,4
RT_101001474,OR_31006875,2,1
RT_101001475,OR_31005145,5,2
RT_101001476,OR_31005845,4,3
RT_101001477,OR_31004771,2,5
RT_101001478,OR_31005655,4,4
RT_101001479,OR_31008644,5,5
RT_101001480,OR_31005657,2,2
RT_101001481,OR_31006113,4,3
RT_101001482,OR_31006626,4,3
RT_101001483,OR_31002794,5,3
RT_101001484,OR_31000797,2,1
RT_101001485,OR_31004692,3,2
RT_101001486,OR_31004023,1,2
RT_101001487,OR_31009781,3,1
RT_101001488,OR_31004496,4,2
RT_101001489,OR_31001114,2,1
RT_101001490,OR_31002872,4,1
RT_101001491,OR_31003068,2,5
RT_101001492,OR_31005402,2,5
RT_101001493,OR_31007689,4,1
RT_101001494,OR_31005015,2,5
RT_101001495,OR_31001978,1,2
RT_101001496,OR_31000613,1,5
RT_101001497,OR_31005229,2,1
RT_101001498,OR_31001609,5,2
RT_101001499,OR_31008765,3,3
RT_101001500,OR_31004207,4,1
RT_101001501,OR_31001398,1,3
RT_101001502,OR_31007070,1,2
RT_101001503,OR_31002943,4,5
RT_101001504,OR_31005085,2,2
RT_101001505,OR_31005418,4,3
RT_101001506,OR_31001108,5,5
RT_101001507,OR_31001396,3,2
RT_101001508,OR_31004604,3,4
RT_101001509,OR_31004576,1,3
RT_101001510,OR_31008172,3,4
RT_101001511,OR_31009298,2,2
RT_101001512,OR_31002079,4,3
RT_101001513,OR_31004523,5,3
RT_101001514,OR_31004819,5,2
RT_101001515,OR_31001088,2,1
RT_101001516,OR_31003069,1,4
RT_101001517,OR_31007530,4,4
RT_101001518,OR_31001060,3,1
RT_101001519,OR_31003575,2,3
RT_101001520,OR_31003004,4,5
RT_101001521,OR_31000069,3,2
RT_101001522,OR_31005282,5,5
RT_101001523,OR_31008151,5,3
RT_101001524,OR_31008295,2,1
RT_101001525,OR_31000962,1,2
RT_101001526,OR_31000581,4,2
RT_101001527,OR_31008530,3,1
RT_101001528,OR_31000426,4,4
RT_101001529,OR_31002544,4,2
RT_101001530,OR_31007168,2,1
RT_101001531,OR_31003759,2,2
RT_101001532,OR_31005164,5,4
RT_101001533,OR_31009899,3,3
RT_101001534,OR_31006666,4,5
RT_101001535,OR_31006173,1,3
RT_101001536,OR_31000955,3,5
RT_101001537,OR_31002220,3,4
RT_101001538,OR_31005184,4,4
RT_101001539,OR_31006690,5,2
RT_101001540,OR_31003702,2,4
RT_101001541,OR_31003612,2,2
RT_101001542,OR_31005811,5,4
RT_101001543,OR_31000636,5,4
RT_101001544,OR_31001433,4,3
RT_101001545,OR_31003505,5,5
RT_101001546,OR_31000499,3,1
RT_101001547,OR_31004760,4,5
RT_101001548,OR_31002943,5,1
RT_101001549,OR_31003112,4,5
RT_101001550,OR_31003689,1,4
