RT_ID,Or_ID,Reason,Return_Refund,Dates
RR_301001618,OR_31004080,"Defective Product",Approved,2023-04-05
RR_301001619,OR_31009820,"Wrong Item Shipped",Approved,2024-07-16
RR_301001620,OR_31001868,"Late Delivery",Approved,2023-01-27
RR_301001621,OR_31007449,"Defective Product",Rejected,2024-12-02
RR_301001622,OR_31003885,"Defective Product",Rejected,2024-06-27
RR_301001623,OR_31002489,"Defective Product",Approved,2023-07-18
RR_301001624,OR_31002196,"Wrong Item Shipped",Approved,2024-02-29
RR_301001625,OR_31007843,"Late Delivery",Rejected,2024-04-29
RR_301001626,OR_31009366,"Defective Product",Approved,2023-02-01
RR_301001627,OR_31009392,"Late Delivery",Rejected,2023-12-17
RR_301001628,OR_31000272,"Defective Product",Rejected,2023-12-25
RR_301001629,OR_31008468,"Wrong Item Shipped",Rejected,2024-03-01
RR_301001630,OR_31007023,"Late Delivery",Rejected,2023-03-12
RR_301001631,OR_31003639,"Wrong Item Shipped",Approved,2023-02-23
RR_301001632,OR_31004255,"Wrong Item Shipped",Rejected,2024-04-29
RR_301001633,OR_31001611,"Late Delivery",Rejected,2024-03-17
RR_301001634,OR_31002458,"Defective Product",Rejected,2024-12-22
RR_301001635,OR_31003081,"Wrong Item Shipped",Approved,2024-04-15
RR_301001636,OR_31009655,"Late Delivery",Approved,2024-05-25
RR_301001637,OR_31005071,"Wrong Item Shipped",Approved,2023-10-10
RR_301001638,OR_31001032,"Wrong Item Shipped",Approved,2023-09-28
RR_301001639,OR_31008481,"Defective Product",Rejected,2024-03-29
RR_301001640,OR_31002207,"Wrong Item Shipped",Approved,2024-04-12
RR_301001641,OR_31001984,"Late Delivery",Approved,2024-03-27
RR_301001642,OR_31006452,"Defective Product",Rejected,2023-10-31
RR_301001643,OR_31001628,"Wrong Item Shipped",Rejected,2023-06-24
RR_301001644,OR_31000470,"Defective Product",Rejected,2023-05-08
RR_301001645,OR_31001334,"Defective Product",Rejected,2023-09-29
RR_301001646,OR_31002504,"Late Delivery",Rejected,2023-03-02
RR_301001647,OR_31007010,"Late Delivery",Rejected,2023-11-24
RR_301001648,OR_31005596,"Wrong Item Shipped",Approved,2023-03-13
RR_301001649,OR_31007993,"Wrong Item Shipped",Rejected,2024-01-13
RR_301001650,OR_31009435,"Defective Product",Rejected,2023-07-01
RR_301001651,OR_31002533,"Defective Product",Approved,2023-11-14
RR_301001652,OR_31006047,"Late Delivery",Rejected,2023-06-10
RR_301001653,OR_31001960,"Wrong Item Shipped",Approved,2024-08-11
RR_301001654,OR_31002658,"Wrong Item Shipped",Rejected,2023-02-11
RR_301001655,OR_31001399,"Late Delivery",Rejected,2024-11-23
RR_301001656,OR_31006421,"Late Delivery",Approved,2024-01-22
RR_301001657,OR_31001933,"Wrong Item Shipped",Rejected,2024-09-04
RR_301001658,OR_31003237,"Late Delivery",Approved,2023-03-31
RR_301001659,OR_31001546,"Wrong Item Shipped",Approved,2024-01-11
RR_301001660,OR_31001920,"Late Delivery",Approved,2024-05-06
RR_301001661,OR_31008339,"Defective Product",Rejected,2024-05-21
RR_301001662,OR_31007803,"Defective Product",Rejected,2023-11-06
RR_301001663,OR_31006344,"Defective Product",Rejected,2023-01-14
RR_301001664,OR_31005675,"Defective Product",Approved,2024-01-31
RR_301001665,OR_31002707,"Defective Product",Approved,2024-01-16
RR_301001666,OR_31002315,"Defective Product",Rejected,2023-09-28
RR_301001667,OR_31002057,"Defective Product",Approved,2024-05-11
RR_301001668,OR_31008027,"Defective Product",Approved,2024-06-13
RR_301001669,OR_31002141,"Wrong Item Shipped",Approved,2024-05-23
RR_301001670,OR_31004176,"Defective Product",Rejected,2024-02-04
RR_301001671,OR_31002273,"Defective Product",Rejected,2024-02-12
RR_301001672,OR_31004966,"Wrong Item Shipped",Rejected,2023-12-15
RR_301001673,OR_31008346,"Late Delivery",Approved,2024-08-13
RR_301001674,OR_31002933,"Defective Product",Rejected,2023-09-24
RR_301001675,OR_31002097,"Defective Product",Rejected,2023-08-26
RR_301001676,OR_31008375,"Wrong Item Shipped",Rejected,2024-02-22
RR_301001677,OR_31006679,"Wrong Item Shipped",Approved,2023-12-26
RR_301001678,OR_31000067,"Wrong Item Shipped",Rejected,2023-06-24
RR_301001679,OR_31007114,"Defective Product",Approved,2023-03-08
RR_301001680,OR_31007437,"Late Delivery",Approved,2023-10-20
RR_301001681,OR_31005729,"Wrong Item Shipped",Rejected,2023-03-05
RR_301001682,OR_31003172,"Wrong Item Shipped",Rejected,2023-07-12
RR_301001683,OR_31004768,"Wrong Item Shipped",Rejected,2023-10-26
RR_301001684,OR_31003352,"Wrong Item Shipped",Rejected,2023-07-16
RR_301001685,OR_31003980,"Defective Product",Rejected,2024-11-08
RR_301001686,OR_31004796,"Late Delivery",Rejected,2024-10-24
RR_301001687,OR_31005788,"Wrong Item Shipped",Rejected,2024-07-15
RR_301001688,OR_31005938,"Defective Product",Rejected,2024-02-18
RR_301001689,OR_31003711,"Defective Product",Approved,2023-01-14
RR_301001690,OR_31006246,"Defective Product",Approved,2023-10-19
RR_301001691,OR_31007108,"Late Delivery",Rejected,2024-07-05
RR_301001692,OR_31001117,"Wrong Item Shipped",Approved,2024-01-16
RR_301001693,OR_31001209,"Defective Product",Approved,2023-06-16
RR_301001694,OR_31002322,"Defective Product",Approved,2024-11-28
RR_301001695,OR_31002782,"Wrong Item Shipped",Rejected,2023-09-21
RR_301001696,OR_31001605,"Late Delivery",Approved,2023-11-28
RR_301001697,OR_31007839,"Wrong Item Shipped",Approved,2024-05-20
RR_301001698,OR_31000100,"Late Delivery",Approved,2024-06-17
RR_301001699,OR_31009093,"Late Delivery",Approved,2023-05-11
RR_301001700,OR_31007691,"Wrong Item Shipped",Approved,2024-02-29
RR_301001701,OR_31006748,"Late Delivery",Rejected,2024-08-25
RR_301001702,OR_31009954,"Wrong Item Shipped",Approved,2023-09-05
RR_301001703,OR_31002727,"Late Delivery",Rejected,2023-06-14
RR_301001704,OR_31006043,"Late Delivery",Approved,2023-12-30
RR_301001705,OR_31006819,"Late Delivery",Approved,2023-06-28
RR_301001706,OR_31001924,"Defective Product",Rejected,2024-10-04
RR_301001707,OR_31008218,"Wrong Item Shipped",Approved,2024-01-02
RR_301001708,OR_31002438,"Wrong Item Shipped",Approved,2024-10-18
RR_301001709,OR_31004280,"Wrong Item Shipped",Approved,2024-12-05
RR_301001710,OR_31008605,"Defective Product",Rejected,2023-06-08
RR_301001711,OR_31000632,"Wrong Item Shipped",Approved,2024-01-15
RR_301001712,OR_31008433,"Wrong Item Shipped",Rejected,2024-07-27
RR_301001713,OR_31007683,"Wrong Item Shipped",Rejected,2024-04-27
RR_301001714,OR_31009300,"Defective Product",Rejected,2023-06-25
RR_301001715,OR_31008508,"Wrong Item Shipped",Rejected,2023-09-30
RR_301001716,OR_31007841,"Wrong Item Shipped",Rejected,2024-02-13
RR_301001717,OR_31007315,"Late Delivery",Approved,2023-11-11
RR_301001718,OR_31009919,"Late Delivery",Rejected,2024-02-16
RR_301001719,OR_31000742,"Wrong Item Shipped",Rejected,2023-08-16
RR_301001720,OR_31000827,"Wrong Item Shipped",Approved,2024-01-29
RR_301001721,OR_31001797,"Late Delivery",Rejected,2023-02-03
RR_301001722,OR_31002955,"Wrong Item Shipped",Approved,2024-12-13
RR_301001723,OR_31003088,"Late Delivery",Approved,2024-12-08
RR_301001724,OR_31008031,"Late Delivery",Rejected,2024-11-13
RR_301001725,OR_31000603,"Late Delivery",Rejected,2024-12-16
RR_301001726,OR_31002658,"Defective Product",Approved,2023-06-18
RR_301001727,OR_31001452,"Late Delivery",Approved,2023-08-28
RR_301001728,OR_31005185,"Defective Product",Approved,2023-03-04
RR_301001729,OR_31007128,"Defective Product",Approved,2023-12-20
RR_301001730,OR_31004949,"Late Delivery",Rejected,2023-06-24
RR_301001731,OR_31001692,"Wrong Item Shipped",Rejected,2024-08-24
RR_301001732,OR_31006147,"Late Delivery",Approved,2024-06-08
RR_301001733,OR_31005879,"Defective Product",Rejected,2023-09-28
RR_301001734,OR_31006452,"Defective Product",Approved,2024-11-22
RR_301001735,OR_31003235,"Defective Product",Rejected,2024-02-18
RR_301001736,OR_31004706,"Late Delivery",Approved,2023-02-22
RR_301001737,OR_31007156,"Defective Product",Approved,2023-10-19
RR_301001738,OR_31006373,"Defective Product",Rejected,2023-04-08
RR_301001739,OR_31006236,"Late Delivery",Rejected,2024-12-27
RR_301001740,OR_31000942,"Late Delivery",Rejected,2024-01-16
RR_301001741,OR_31000087,"Defective Product",Approved,2023-03-12
RR_301001742,OR_31003983,"Wrong Item Shipped",Approved,2023-04-14
RR_301001743,OR_31006639,"Defective Product",Approved,2023-03-24
RR_301001744,OR_31003142,"Wrong Item Shipped",Rejected,2023-03-02
RR_301001745,OR_31003161,"Wrong Item Shipped",Rejected,2023-09-28
RR_301001746,OR_31002617,"Defective Product",Approved,2024-05-24
RR_301001747,OR_31002807,"Wrong Item Shipped",Rejected,2023-12-30
RR_301001748,OR_31001668,"Wrong Item Shipped",Approved,2023-10-07
RR_301001749,OR_31008493,"Late Delivery",Approved,2024-04-06
RR_301001750,OR_31007612,"Late Delivery",Rejected,2023-07-11
RR_301001751,OR_31009235,"Late Delivery",Approved,2024-12-04
RR_301001752,OR_31000760,"Late Delivery",Rejected,2024-11-17
RR_301001753,OR_31003953,"Late Delivery",Approved,2024-12-08
RR_301001754,OR_31007877,"Defective Product",Approved,2024-06-05
RR_301001755,OR_31003340,"Defective Product",Rejected,2024-05-22
RR_301001756,OR_31008705,"Late Delivery",Approved,2024-01-17
RR_301001757,OR_31005139,"Wrong Item Shipped",Rejected,2023-02-25
RR_301001758,OR_31000143,"Defective Product",Approved,2023-06-28
RR_301001759,OR_31007037,"Defective Product",Approved,2023-10-06
RR_301001760,OR_31006644,"Late Delivery",Rejected,2023-05-25
RR_301001761,OR_31003300,"Late Delivery",Approved,2024-07-23
RR_301001762,OR_31004178,"Defective Product",Approved,2023-05-18
RR_301001763,OR_31004905,"Late Delivery",Rejected,2024-08-20
RR_301001764,OR_31007234,"Wrong Item Shipped",Rejected,2024-11-20
RR_301001765,OR_31000790,"Late Delivery",Rejected,2023-01-04
RR_301001766,OR_31000027,"Defective Product",Rejected,2024-07-25
RR_301001767,OR_31001977,"Defective Product",Rejected,2024-01-05
RR_301001768,OR_31009199,"Wrong Item Shipped",Approved,2023-12-24
RR_301001769,OR_31008977,"Late Delivery",Rejected,2023-11-14
RR_301001770,OR_31002129,"Defective Product",Approved,2023-07-31
RR_301001771,OR_31005157,"Wrong Item Shipped",Rejected,2023-06-25
RR_301001772,OR_31003677,"Defective Product",Rejected,2023-09-01
RR_301001773,OR_31001947,"Defective Product",Rejected,2023-01-28
RR_301001774,OR_31003324,"Defective Product",Approved,2023-02-25
RR_301001775,OR_31000784,"Wrong Item Shipped",Approved,2023-10-30
RR_301001776,OR_31003518,"Wrong Item Shipped",Approved,2024-07-01
RR_301001777,OR_31000218,"Defective Product",Rejected,2023-12-06
RR_301001778,OR_31000583,"Wrong Item Shipped",Rejected,2024-05-01
RR_301001779,OR_31003801,"Wrong Item Shipped",Approved,2023-09-26
RR_301001780,OR_31007220,"Defective Product",Rejected,2024-08-05
RR_301001781,OR_31009120,"Late Delivery",Rejected,2023-07-20
RR_301001782,OR_31000448,"Wrong Item Shipped",Approved,2024-09-30
RR_301001783,OR_31001023,"Late Delivery",Rejected,2023-09-18
RR_301001784,OR_31000130,"Wrong Item Shipped",Rejected,2024-01-08
RR_301001785,OR_31008401,"Wrong Item Shipped",Approved,2024-02-06
RR_301001786,OR_31006233,"Wrong Item Shipped",Approved,2023-07-04
RR_301001787,OR_31008471,"Defective Product",Approved,2023-02-08
RR_301001788,OR_31005754,"Wrong Item Shipped",Approved,2023-10-03
RR_301001789,OR_31000640,"Wrong Item Shipped",Approved,2023-10-01
RR_301001790,OR_31008860,"Wrong Item Shipped",Rejected,2024-09-28
RR_301001791,OR_31005251,"Late Delivery",Rejected,2023-10-28
RR_301001792,OR_31007779,"Defective Product",Rejected,2024-10-01
RR_301001793,OR_31007928,"Wrong Item Shipped",Approved,2023-06-26
RR_301001794,OR_31001468,"Late Delivery",Rejected,2023-05-09
RR_301001795,OR_31002685,"Late Delivery",Rejected,2024-07-24
RR_301001796,OR_31000997,"Late Delivery",Rejected,2024-11-23
RR_301001797,OR_31006566,"Wrong Item Shipped",Approved,2024-02-11
RR_301001798,OR_31001541,"Defective Product",Approved,2024-02-22
RR_301001799,OR_31005822,"Late Delivery",Approved,2024-10-06
RR_301001800,OR_31002932,"Wrong Item Shipped",Approved,2024-09-09
RR_301001801,OR_31003514,"Late Delivery",Approved,2023-11-11
RR_301001802,OR_31000706,"Defective Product",Rejected,2024-07-02
RR_301001803,OR_31005956,"Late Delivery",Approved,2024-03-16
RR_301001804,OR_31006466,"Defective Product",Rejected,2023-07-06
RR_301001805,OR_31006663,"Wrong Item Shipped",Rejected,2023-05-25
RR_301001806,OR_31001751,"Late Delivery",Rejected,2023-09-04
RR_301001807,OR_31004590,"Defective Product",Rejected,2024-10-19
RR_301001808,OR_31006583,"Late Delivery",Rejected,2024-09-27
RR_301001809,OR_31003774,"Late Delivery",Approved,2023-04-20
RR_301001810,OR_31003816,"Wrong Item Shipped",Rejected,2023-04-22
RR_301001811,OR_31009149,"Late Delivery",Approved,2024-01-08
RR_301001812,OR_31001579,"Late Delivery",Approved,2024-05-01
RR_301001813,OR_31009232,"Defective Product",Approved,2023-02-20
RR_301001814,OR_31000828,"Late Delivery",Rejected,2024-03-18
RR_301001815,OR_31008409,"Late Delivery",Rejected,2023-09-07
RR_301001816,OR_31006407,"Wrong Item Shipped",Approved,2023-11-12
RR_301001817,OR_31004419,"Late Delivery",Approved,2023-07-08
RR_301001818,OR_31006529,"Defective Product",Rejected,2024-01-31
RR_301001819,OR_31002323,"Late Delivery",Approved,2024-05-09
RR_301001820,OR_31000234,"Defective Product",Rejected,2024-08-06
RR_301001821,OR_31009060,"Defective Product",Rejected,2024-04-19
RR_301001822,OR_31000171,"Wrong Item Shipped",Approved,2024-12-05
RR_301001823,OR_31007052,"Wrong Item Shipped",Rejected,2023-02-09
RR_301001824,OR_31004040,"Late Delivery",Approved,2024-07-12
RR_301001825,OR_31007896,"Wrong Item Shipped",Approved,2023-08-08
RR_301001826,OR_31009924,"Late Delivery",Rejected,2023-10-22
RR_301001827,OR_31000285,"Late Delivery",Rejected,2024-11-19
RR_301001828,OR_31006984,"Late Delivery",Rejected,2023-04-18
RR_301001829,OR_31004957,"Late Delivery",Approved,2024-04-10
RR_301001830,OR_31002700,"Wrong Item Shipped",Approved,2024-04-19
RR_301001831,OR_31002253,"Late Delivery",Rejected,2023-09-07
RR_301001832,OR_31000181,"Late Delivery",Rejected,2023-08-08
RR_301001833,OR_31005464,"Wrong Item Shipped",Approved,2023-10-24
RR_301001834,OR_31003358,"Wrong Item Shipped",Rejected,2024-04-19
RR_301001835,OR_31008548,"Defective Product",Rejected,2024-11-01
RR_301001836,OR_31004569,"Defective Product",Rejected,2024-12-20
RR_301001837,OR_31008841,"Late Delivery",Rejected,2024-07-22
RR_301001838,OR_31005045,"Wrong Item Shipped",Approved,2024-04-08
RR_301001839,OR_31004377,"Wrong Item Shipped",Approved,2024-04-16
RR_301001840,OR_31006474,"Late Delivery",Approved,2023-03-02
RR_301001841,OR_31008766,"Wrong Item Shipped",Approved,2024-07-01
RR_301001842,OR_31005125,"Wrong Item Shipped",Approved,2023-06-04
RR_301001843,OR_31003391,"Late Delivery",Approved,2024-07-06
RR_301001844,OR_31006658,"Wrong Item Shipped",Rejected,2024-11-21
RR_301001845,OR_31004458,"Wrong Item Shipped",Rejected,2023-11-23
RR_301001846,OR_31008585,"Defective Product",Approved,2024-05-29
RR_301001847,OR_31001730,"Wrong Item Shipped",Rejected,2024-10-05
RR_301001848,OR_31004497,"Wrong Item Shipped",Approved,2024-08-13
RR_301001849,OR_31000131,"Late Delivery",Approved,2023-02-19
RR_301001850,OR_31000030,"Defective Product",Rejected,2023-10-31
RR_301001851,OR_31009023,"Late Delivery",Approved,2024-10-24
RR_301001852,OR_31002048,"Late Delivery",Rejected,2024-12-11
RR_301001853,OR_31009951,"Wrong Item Shipped",Approved,2023-02-20
RR_301001854,OR_31003921,"Wrong Item Shipped",Rejected,2024-02-04
RR_301001855,OR_31001375,"Wrong Item Shipped",Approved,2023-03-10
RR_301001856,OR_31003326,"Defective Product",Approved,2024-02-06
RR_301001857,OR_31000347,"Defective Product",Approved,2024-12-01
RR_301001858,OR_31008035,"Wrong Item Shipped",Approved,2023-06-10
RR_301001859,OR_31002618,"Wrong Item Shipped",Rejected,2023-10-24
RR_301001860,OR_31007611,"Wrong Item Shipped",Rejected,2024-11-26
RR_301001861,OR_31002920,"Wrong Item Shipped",Approved,2024-03-28
RR_301001862,OR_31005394,"Wrong Item Shipped",Approved,2024-01-26
RR_301001863,OR_31002552,"Late Delivery",Rejected,2023-04-05
RR_301001864,OR_31007770,"Wrong Item Shipped",Rejected,2024-09-07
RR_301001865,OR_31002186,"Late Delivery",Rejected,2023-10-20
RR_301001866,OR_31009455,"Late Delivery",Approved,2024-03-03
RR_301001867,OR_31004754,"Defective Product",Rejected,2023-11-02
RR_301001868,OR_31008217,"Late Delivery",Rejected,2023-05-12
RR_301001869,OR_31000645,"Late Delivery",Approved,2024-03-08
RR_301001870,OR_31003899,"Defective Product",Rejected,2024-01-22
RR_301001871,OR_31007218,"Late Delivery",Approved,2024-03-05
RR_301001872,OR_31001956,"Wrong Item Shipped",Approved,2024-10-15
RR_301001873,OR_31000105,"Wrong Item Shipped",Approved,2023-07-12
RR_301001874,OR_31006908,"Defective Product",Rejected,2023-04-09
RR_301001875,OR_31006191,"Wrong Item Shipped",Approved,2023-02-11
RR_301001876,OR_31003893,"Wrong Item Shipped",Approved,2024-03-24
RR_301001877,OR_31004183,"Late Delivery",Rejected,2023-12-23
RR_301001878,OR_31006239,"Defective Product",Approved,2023-11-09
RR_301001879,OR_31004889,"Wrong Item Shipped",Rejected,2024-09-08
RR_301001880,OR_31008190,"Late Delivery",Approved,2023-03-17
RR_301001881,OR_31005434,"Defective Product",Approved,2023-12-07
RR_301001882,OR_31003759,"Wrong Item Shipped",Approved,2024-07-19
RR_301001883,OR_31004019,"Defective Product",Rejected,2023-08-16
RR_301001884,OR_31002624,"Defective Product",Rejected,2024-02-12
RR_301001885,OR_31004456,"Wrong Item Shipped",Rejected,2024-05-25
RR_301001886,OR_31005059,"Wrong Item Shipped",Approved,2023-12-23
RR_301001887,OR_31007081,"Wrong Item Shipped",Rejected,2023-12-03
RR_301001888,OR_31006321,"Defective Product",Approved,2023-12-13
RR_301001889,OR_31003318,"Late Delivery",Rejected,2023-02-10
RR_301001890,OR_31007955,"Late Delivery",Rejected,2023-02-26
RR_301001891,OR_31008425,"Wrong Item Shipped",Approved,2023-12-06
RR_301001892,OR_31000550,"Wrong Item Shipped",Rejected,2023-01-21
RR_301001893,OR_31003566,"Late Delivery",Rejected,2024-06-23
RR_301001894,OR_31000539,"Wrong Item Shipped",Rejected,2024-11-07
RR_301001895,OR_31002686,"Defective Product",Approved,2023-08-18
RR_301001896,OR_31001167,"Defective Product",Rejected,2024-08-25
RR_301001897,OR_31000182,"Wrong Item Shipped",Rejected,2023-03-18
RR_301001898,OR_31005129,"Defective Product",Rejected,2024-04-28
RR_301001899,OR_31005641,"Defective Product",Approved,2024-12-17
RR_301001900,OR_31002494,"Defective Product",Approved,2023-08-28
RR_301001901,OR_31009854,"Defective Product",Approved,2024-07-28
RR_301001902,OR_31004751,"Late Delivery",Approved,2024-10-14
RR_301001903,OR_31001916,"Late Delivery",Rejected,2024-10-15
RR_301001904,OR_31000892,"Defective Product",Approved,2023-03-22
RR_301001905,OR_31001985,"Wrong Item Shipped",Approved,2024-03-30
RR_301001906,OR_31004103,"Wrong Item Shipped",Rejected,2024-07-30
RR_301001907,OR_31006938,"Late Delivery",Rejected,2024-07-29
RR_301001908,OR_31000391,"Defective Product",Approved,2024-07-31
RR_301001909,OR_31003934,"Late Delivery",Rejected,2023-11-29
RR_301001910,OR_31002007,"Wrong Item Shipped",Rejected,2024-10-06
RR_301001911,OR_31003017,"Wrong Item Shipped",Approved,2024-03-24
RR_301001912,OR_31008937,"Late Delivery",Approved,2024-09-24
RR_301001913,OR_31002179,"Late Delivery",Approved,2023-01-04
RR_301001914,OR_31003199,"Late Delivery",Approved,2023-06-15
RR_301001915,OR_31007330,"Wrong Item Shipped",Approved,2023-03-14
RR_301001916,OR_31006927,"Defective Product",Rejected,2024-12-12
RR_301001917,OR_31006023,"Wrong Item Shipped",Rejected,2024-04-27
RR_301001918,OR_31007921,"Wrong Item Shipped",Approved,2024-05-23
RR_301001919,OR_31007455,"Wrong Item Shipped",Approved,2024-11-21
RR_301001920,OR_31009009,"Late Delivery",Approved,2023-12-23
RR_301001921,OR_31004253,"Wrong Item Shipped",Approved,2024-01-21
RR_301001922,OR_31005972,"Late Delivery",Rejected,2024-09-03
RR_301001923,OR_31003194,"Defective Product",Approved,2023-05-10
RR_301001924,OR_31002718,"Defective Product",Rejected,2024-06-22
RR_301001925,OR_31000987,"Wrong Item Shipped",Approved,2024-04-09
RR_301001926,OR_31002788,"Defective Product",Approved,2023-01-13
RR_301001927,OR_31008647,"Late Delivery",Approved,2023-05-17
RR_301001928,OR_31001537,"Defective Product",Approved,2023-05-06
RR_301001929,OR_31001446,"Defective Product",Rejected,2023-03-07
RR_301001930,OR_31009889,"Late Delivery",Rejected,2023-03-26
RR_301001931,OR_31007084,"Wrong Item Shipped",Approved,2023-06-03
RR_301001932,OR_31005221,"Late Delivery",Approved,2024-08-21
RR_301001933,OR_31009108,"Wrong Item Shipped",Rejected,2024-09-30
RR_301001934,OR_31006600,"Late Delivery",Approved,2024-10-21
RR_301001935,OR_31009917,"Late Delivery",Rejected,2024-03-26
RR_301001936,OR_31008331,"Defective Product",Rejected,2023-08-20
RR_301001937,OR_31004226,"Defective Product",Rejected,2023-08-18
RR_301001938,OR_31008568,"Defective Product",Rejected,2024-05-14
RR_301001939,OR_31002862,"Defective Product",Approved,2023-10-01
RR_301001940,OR_31008337,"Late Delivery",Approved,2024-03-08
RR_301001941,OR_31000994,"Defective Product",Approved,2023-01-31
RR_301001942,OR_31005724,"Late Delivery",Rejected,2023-09-21
RR_301001943,OR_31000413,"Wrong Item Shipped",Approved,2024-06-04
RR_301001944,OR_31009446,"Late Delivery",Rejected,2023-06-26
RR_301001945,OR_31006556,"Wrong Item Shipped",Rejected,2024-05-31
RR_301001946,OR_31000706,"Wrong Item Shipped",Approved,2023-05-07
RR_301001947,OR_31007879,"Wrong Item Shipped",Approved,2024-05-13
RR_301001948,OR_31003329,"Defective Product",Approved,2023-10-13
RR_301001949,OR_31008662,"Wrong Item Shipped",Rejected,2024-12-26
RR_301001950,OR_31004639,"Defective Product",Rejected,2023-09-30
RR_301001951,OR_31001855,"Defective Product",Approved,2023-07-03
RR_301001952,OR_31004469,"Wrong Item Shipped",Rejected,2023-11-13
RR_301001953,OR_31002296,"Defective Product",Rejected,2024-10-25
RR_301001954,OR_31007701,"Late Delivery",Rejected,2023-01-24
RR_301001955,OR_31009585,"Wrong Item Shipped",Approved,2023-10-22
RR_301001956,OR_31005121,"Wrong Item Shipped",Approved,2023-06-10
RR_301001957,OR_31006674,"Late Delivery",Rejected,2024-11-16
RR_301001958,OR_31002605,"Defective Product",Approved,2023-12-09
RR_301001959,OR_31003566,"Late Delivery",Rejected,2023-12-01
RR_301001960,OR_31004120,"Defective Product",Rejected,2024-07-14
RR_301001961,OR_31009695,"Wrong Item Shipped",Rejected,2024-02-10
RR_301001962,OR_31000493,"Late Delivery",Rejected,2023-03-28
RR_301001963,OR_31006178,"Late Delivery",Approved,2024-09-14
RR_301001964,OR_31008563,"Defective Product",Approved,2024-09-21
RR_301001965,OR_31003061,"Wrong Item Shipped",Rejected,2024-05-16
RR_301001966,OR_31006891,"Late Delivery",Rejected,2023-05-21
RR_301001967,OR_31008504,"Defective Product",Approved,2024-01-21
RR_301001968,OR_31006278,"Wrong Item Shipped",Approved,2024-08-05
RR_301001969,OR_31004767,"Late Delivery",Approved,2024-03-20
RR_301001970,OR_31004983,"Defective Product",Rejected,2023-01-07
RR_301001971,OR_31009333,"Late Delivery",Approved,2023-02-25
RR_301001972,OR_31002653,"Wrong Item Shipped",Rejected,2024-04-11
RR_301001973,OR_31004320,"Late Delivery",Rejected,2024-11-18
RR_301001974,OR_31006871,"Defective Product",Rejected,2023-10-07
RR_301001975,OR_31001008,"Late Delivery",Approved,2024-04-12
RR_301001976,OR_31005852,"Defective Product",Rejected,2023-02-16
RR_301001977,OR_31004646,"Late Delivery",Rejected,2023-07-24
RR_301001978,OR_31002674,"Late Delivery",Approved,2024-07-10
RR_301001979,OR_31001562,"Wrong Item Shipped",Approved,2024-10-07
RR_301001980,OR_31004487,"Defective Product",Approved,2024-04-06
RR_301001981,OR_31000071,"Wrong Item Shipped",Rejected,2023-06-26
RR_301001982,OR_31007688,"Wrong Item Shipped",Approved,2024-06-29
RR_301001983,OR_31003460,"Late Delivery",Approved,2024-07-13
RR_301001984,OR_31009114,"Defective Product",Approved,2023-01-08
RR_301001985,OR_31000408,"Late Delivery",Approved,2023-04-03
RR_301001986,OR_31001201,"Defective Product",Rejected,2023-01-26
RR_301001987,OR_31000680,"Defective Product",Rejected,2023-12-21
RR_301001988,OR_31002198,"Late Delivery",Approved,2023-12-14
RR_301001989,OR_31007572,"Wrong Item Shipped",Rejected,2023-03-06
RR_301001990,OR_31003847,"Wrong Item Shipped",Rejected,2024-01-11
RR_301001991,OR_31008120,"Late Delivery",Approved,2023-11-09
RR_301001992,OR_31000270,"Wrong Item Shipped",Approved,2023-09-28
RR_301001993,OR_31004990,"Defective Product",Approved,2023-01-25
RR_301001994,OR_31005272,"Late Delivery",Rejected,2023-05-05
RR_301001995,OR_31003432,"Wrong Item Shipped",Approved,2024-04-18
RR_301001996,OR_31007159,"Late Delivery",Approved,2023-12-15
RR_301001997,OR_31002005,"Defective Product",Approved,2023-08-05
RR_301001998,OR_31001976,"Defective Product",Approved,2024-06-20
RR_301001999,OR_31009400,"Wrong Item Shipped",Approved,2024-09-21
RR_301002000,OR_31005780,"Defective Product",Rejected,2023-05-05
