Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID,Discount
OR_31000271,CS_11002510,PD_21005630,2023-01-16,13:03:33,9,"No Coupon",DV_61000001,0
OR_31000272,CS_11001808,PD_21001550,2024-08-31,14:14:03,8,"No Coupon",DV_61000002,0
OR_31000273,CS_11008287,PD_21001813,2024-08-12,07:50:13,10,"No Coupon",DV_61000002,0
OR_31000274,CS_11002129,PD_21001336,2023-10-01,20:42:03,9,"No Coupon",DV_61000003,0
OR_31000275,CS_11005535,PD_21008075,2023-11-30,06:59:42,4,MANAGEMENT,DV_61000005,15
OR_31000276,CS_11007877,PD_21007354,2024-07-23,02:05:20,1,"No Coupon",DV_61000003,0
OR_31000277,CS_11000658,PD_21004808,2023-08-25,21:08:11,5,"No Coupon",DV_61000001,0
OR_31000278,CS_11004961,PD_21003971,2024-02-04,00:17:08,3,"No Coupon",DV_61000001,0
OR_31000279,CS_11007982,PD_21000679,2023-04-08,03:04:57,2,"No Coupon",DV_61000001,0
OR_31000280,CS_11006912,PD_21008414,2023-08-20,22:25:17,10,ITS,DV_61000005,35
OR_31000281,CS_11009057,PD_21007232,2023-03-28,06:43:45,4,"No Coupon",DV_61000004,0
OR_31000282,CS_11003985,PD_21002516,2023-12-10,11:47:34,6,"No Coupon",DV_61000005,0
OR_31000283,CS_11000864,PD_21006766,2024-09-01,13:25:28,9,"No Coupon",DV_61000003,0
OR_31000284,CS_11002653,PD_21006217,2024-05-05,20:37:54,7,NIGHT,DV_61000004,10
OR_31000285,CS_11001237,PD_21002897,2024-01-26,16:10:38,10,"No Coupon",DV_61000004,0
OR_31000286,CS_11009963,PD_21003388,2024-02-21,21:51:35,8,"No Coupon",DV_61000003,0
OR_31000287,CS_11007593,PD_21003259,2024-11-02,16:05:03,6,"No Coupon",DV_61000004,0
OR_31000288,CS_11003483,PD_21007448,2024-11-05,04:26:46,9,"No Coupon",DV_61000002,0
OR_31000289,CS_11006326,PD_21009915,2024-03-09,18:44:14,6,"No Coupon",DV_61000003,0
OR_31000290,CS_11001055,PD_21003825,2023-03-07,14:00:09,9,PARTY,DV_61000003,25
OR_31000291,CS_11001928,PD_21008751,2023-08-24,08:06:16,6,ONE,DV_61000002,20
OR_31000292,CS_11000014,PD_21000907,2023-02-20,22:00:42,4,"No Coupon",DV_61000005,0
OR_31000293,CS_11003040,PD_21000525,2024-10-13,18:28:24,5,"No Coupon",DV_61000005,0
OR_31000294,CS_11006587,PD_21002207,2024-09-15,15:51:51,5,THEM,DV_61000005,25
OR_31000295,CS_11005767,PD_21007359,2023-08-12,08:37:06,4,STATION,DV_61000004,10
OR_31000296,CS_11008140,PD_21005652,2023-06-13,09:26:31,4,"No Coupon",DV_61000002,0
OR_31000297,CS_11006596,PD_21009132,2023-06-21,16:38:58,10,"No Coupon",DV_61000003,0
OR_31000298,CS_11008608,PD_21009393,2023-05-03,17:31:26,9,ALMOST,DV_61000003,10
OR_31000299,CS_11009142,PD_21000842,2023-03-14,19:49:04,7,"No Coupon",DV_61000003,0
OR_31000300,CS_11001037,PD_21003498,2023-04-08,18:48:22,4,BILL,DV_61000004,12
OR_31000301,CS_11002992,PD_21003391,2024-05-20,17:50:39,5,THREAT,DV_61000004,25
OR_31000302,CS_11006339,PD_21002896,2023-04-05,12:37:21,6,"No Coupon",DV_61000005,0
OR_31000303,CS_11009968,PD_21004388,2023-03-29,02:14:01,2,"No Coupon",DV_61000004,0
OR_31000304,CS_11008301,PD_21000669,2023-03-01,02:10:08,10,ENTER,DV_61000005,20
OR_31000305,CS_11004860,PD_21007071,2024-08-19,06:29:00,10,PRACTICE,DV_61000005,25
OR_31000306,CS_11003399,PD_21006614,2023-04-20,08:40:11,7,"No Coupon",DV_61000003,0
OR_31000307,CS_11008082,PD_21001100,2024-04-27,20:24:51,10,"No Coupon",DV_61000004,0
OR_31000308,CS_11003705,PD_21004195,2024-08-01,15:14:41,1,PARTY,DV_61000005,25
OR_31000309,CS_11001264,PD_21000484,2024-01-19,03:57:49,8,"No Coupon",DV_61000002,0
OR_31000310,CS_11003314,PD_21002629,2023-04-18,10:35:21,1,"No Coupon",DV_61000002,0
OR_31000311,CS_11008302,PD_21009789,2023-06-08,17:02:24,9,CHANCE,DV_61000004,15
OR_31000312,CS_11007709,PD_21001264,2023-12-31,19:09:27,10,"No Coupon",DV_61000003,0
OR_31000313,CS_11004929,PD_21000719,2023-08-10,09:59:00,2,MILLION,DV_61000003,15
OR_31000314,CS_11005481,PD_21007358,2023-02-07,01:16:46,4,FOOD,DV_61000005,25
OR_31000315,CS_11008557,PD_21008515,2024-04-22,09:33:39,10,LEADER,DV_61000004,20
OR_31000316,CS_11008634,PD_21008964,2024-07-02,09:49:49,8,PARTICULARLY,DV_61000002,25
OR_31000317,CS_11005357,PD_21003665,2024-06-28,12:15:42,7,"No Coupon",DV_61000005,0
OR_31000318,CS_11005653,PD_21008843,2024-01-19,03:53:21,4,"No Coupon",DV_61000005,0
OR_31000319,CS_11003515,PD_21004122,2023-11-11,23:33:13,2,HEAVY,DV_61000001,40
OR_31000320,CS_11002283,PD_21003377,2023-06-16,23:50:22,10,"No Coupon",DV_61000004,0
OR_31000321,CS_11008908,PD_21003575,2023-01-13,09:50:47,1,MAJOR,DV_61000005,15
OR_31000322,CS_11001090,PD_21001458,2023-12-31,21:50:33,8,REMEMBER,DV_61000002,5
OR_31000323,CS_11007454,PD_21000684,2024-03-25,10:55:49,1,"No Coupon",DV_61000001,0
OR_31000324,CS_11007694,PD_21002298,2024-06-17,05:55:00,5,SON,DV_61000002,10
OR_31000325,CS_11000435,PD_21007535,2023-03-05,11:59:38,7,AIR,DV_61000003,10
OR_31000326,CS_11003020,PD_21000571,2023-12-23,21:21:34,9,OIL,DV_61000001,20
OR_31000327,CS_11000575,PD_21004145,2024-05-06,00:33:35,1,"No Coupon",DV_61000001,0
OR_31000328,CS_11007689,PD_21001030,2023-09-22,14:02:13,2,GROWTH,DV_61000005,50
OR_31000329,CS_11007182,PD_21000290,2024-05-05,12:14:37,7,"No Coupon",DV_61000003,0
OR_31000330,CS_11000123,PD_21009340,2023-03-04,02:45:03,2,TAKE,DV_61000005,25
OR_31000331,CS_11005705,PD_21007411,2024-02-25,13:44:18,10,"No Coupon",DV_61000004,0
OR_31000332,CS_11004316,PD_21009377,2023-07-19,20:41:33,1,"No Coupon",DV_61000002,0
OR_31000333,CS_11002483,PD_21001466,2024-06-20,17:02:15,8,"No Coupon",DV_61000002,0
OR_31000334,CS_11002162,PD_21009492,2024-08-26,19:10:25,3,"No Coupon",DV_61000005,0
OR_31000335,CS_11000405,PD_21008332,2023-10-18,00:57:49,3,"No Coupon",DV_61000002,0
OR_31000336,CS_11009899,PD_21005007,2023-03-28,13:03:47,1,"No Coupon",DV_61000002,0
OR_31000337,CS_11003844,PD_21009549,2024-02-23,10:13:28,7,WHERE,DV_61000004,10
OR_31000338,CS_11008217,PD_21003149,2024-09-18,07:32:57,6,PROFESSOR,DV_61000003,25
OR_31000339,CS_11007246,PD_21003727,2024-03-28,07:15:47,1,MY,DV_61000001,15
OR_31000340,CS_11000582,PD_21003311,2024-07-28,20:11:43,2,"No Coupon",DV_61000005,0
OR_31000341,CS_11000481,PD_21003499,2023-11-20,00:55:40,8,"No Coupon",DV_61000005,0
OR_31000342,CS_11007059,PD_21006492,2024-02-12,09:49:57,5,"No Coupon",DV_61000004,0
OR_31000343,CS_11000535,PD_21000302,2024-09-25,18:40:00,1,BE,DV_61000004,12
OR_31000344,CS_11002161,PD_21008755,2023-04-08,03:13:43,4,"No Coupon",DV_61000001,0
OR_31000345,CS_11007064,PD_21004938,2023-11-21,12:23:08,2,STYLE,DV_61000003,10
OR_31000346,CS_11005550,PD_21007454,2023-09-29,19:44:58,1,"No Coupon",DV_61000005,0
OR_31000347,CS_11002164,PD_21002619,2023-02-18,12:35:55,7,NATURE,DV_61000004,10
OR_31000348,CS_11007869,PD_21006071,2023-05-26,20:32:31,4,CERTAIN,DV_61000005,15
OR_31000349,CS_11002107,PD_21001315,2024-01-13,16:19:47,10,"No Coupon",DV_61000002,0
OR_31000350,CS_11009386,PD_21003817,2023-03-16,16:25:38,3,PROBABLY,DV_61000005,25
OR_31000351,CS_11004596,PD_21000621,2023-10-12,04:31:30,3,APPLY,DV_61000003,10
OR_31000352,CS_11007474,PD_21008390,2024-12-09,08:31:27,2,"No Coupon",DV_61000003,0
OR_31000353,CS_11009171,PD_21000200,2023-07-25,14:17:01,2,HOT,DV_61000005,40
OR_31000354,CS_11002418,PD_21005038,2023-08-27,20:36:15,10,SUDDENLY,DV_61000002,10
OR_31000355,CS_11009181,PD_21001325,2024-05-03,18:54:48,5,INCREASE,DV_61000003,35
OR_31000356,CS_11008420,PD_21001399,2024-01-08,17:18:37,9,MANY,DV_61000004,15
OR_31000357,CS_11000467,PD_21006245,2023-11-04,10:42:46,3,"No Coupon",DV_61000005,0
OR_31000358,CS_11008512,PD_21003616,2024-06-10,09:31:13,6,SPEECH,DV_61000002,10
OR_31000359,CS_11005690,PD_21002932,2024-02-25,06:39:57,3,SEEM,DV_61000004,10
OR_31000360,CS_11008586,PD_21008892,2024-04-23,13:59:33,2,"No Coupon",DV_61000005,0
OR_31000361,CS_11009880,PD_21004603,2024-05-03,02:33:44,8,"No Coupon",DV_61000002,0
OR_31000362,CS_11000855,PD_21005677,2023-02-23,21:37:01,2,"No Coupon",DV_61000004,0
OR_31000363,CS_11008322,PD_21001290,2023-10-13,21:22:33,7,"No Coupon",DV_61000003,0
OR_31000364,CS_11004530,PD_21004622,2023-07-10,07:12:57,9,MILLION,DV_61000005,15
OR_31000365,CS_11000444,PD_21002558,2023-01-09,06:31:41,8,HAIR,DV_61000005,40
OR_31000366,CS_11002227,PD_21002388,2024-12-05,19:27:20,6,"No Coupon",DV_61000003,0
OR_31000367,CS_11004846,PD_21007879,2023-06-21,03:37:28,4,"No Coupon",DV_61000001,0
OR_31000368,CS_11009188,PD_21007594,2023-01-01,11:12:34,2,COST,DV_61000004,15
OR_31000369,CS_11002503,PD_21005574,2023-10-23,07:22:31,4,"No Coupon",DV_61000003,0
OR_31000370,CS_11007805,PD_21003721,2024-10-09,16:28:44,3,"No Coupon",DV_61000005,0
OR_31000371,CS_11005296,PD_21008236,2023-06-15,06:38:26,6,TRAVEL,DV_61000004,25
OR_31000372,CS_11006092,PD_21005303,2023-10-17,08:21:23,9,"No Coupon",DV_61000004,0
OR_31000373,CS_11003778,PD_21006812,2023-05-10,16:23:42,5,MEASURE,DV_61000001,15
OR_31000374,CS_11000533,PD_21006308,2024-10-23,23:20:29,2,"No Coupon",DV_61000005,0
OR_31000375,CS_11007914,PD_21009116,2023-10-11,15:44:42,5,"No Coupon",DV_61000002,0
OR_31000376,CS_11003847,PD_21000149,2023-07-06,09:41:13,5,"No Coupon",DV_61000001,0
OR_31000377,CS_11008649,PD_21005362,2024-06-07,07:35:39,8,"No Coupon",DV_61000001,0
OR_31000378,CS_11008782,PD_21007862,2024-06-29,20:36:39,10,"No Coupon",DV_61000002,0
OR_31000379,CS_11002768,PD_21006304,2023-03-25,09:03:29,9,ME,DV_61000002,15
OR_31000380,CS_11002275,PD_21009075,2024-09-04,22:23:46,8,BUDGET,DV_61000001,12
OR_31000381,CS_11001434,PD_21001361,2024-01-28,21:33:16,7,REALITY,DV_61000004,5
OR_31000382,CS_11008288,PD_21000409,2023-05-29,12:48:44,2,"No Coupon",DV_61000003,0
OR_31000383,CS_11001643,PD_21006089,2024-04-06,02:49:33,4,UPON,DV_61000003,50
OR_31000384,CS_11008167,PD_21002991,2023-02-02,00:29:51,6,RECENTLY,DV_61000001,5
OR_31000385,CS_11009955,PD_21005727,2024-03-12,23:03:18,1,WELL,DV_61000004,10
OR_31000386,CS_11008801,PD_21002747,2023-11-25,10:17:27,4,WOULD,DV_61000002,10
OR_31000387,CS_11004242,PD_21005189,2024-02-12,12:51:29,10,NORTH,DV_61000001,10
OR_31000388,CS_11006562,PD_21004145,2024-11-03,11:15:20,6,CASE,DV_61000005,15
OR_31000389,CS_11009439,PD_21006530,2023-10-05,09:33:31,7,"No Coupon",DV_61000004,0
OR_31000390,CS_11001512,PD_21005502,2024-12-04,11:43:25,6,CHARGE,DV_61000005,15
OR_31000391,CS_11007116,PD_21003683,2024-06-04,11:11:45,9,"No Coupon",DV_61000005,0
OR_31000392,CS_11000787,PD_21001494,2023-08-28,15:26:18,9,STATION,DV_61000001,10
OR_31000393,CS_11003101,PD_21003499,2024-11-27,01:01:02,6,SUPPORT,DV_61000004,10
OR_31000394,CS_11007018,PD_21007306,2024-02-11,21:15:38,4,MOVIE,DV_61000005,15
OR_31000395,CS_11006238,PD_21003744,2024-02-08,08:35:47,4,THOUSAND,DV_61000004,25
OR_31000396,CS_11002117,PD_21008702,2024-04-26,22:37:33,1,ANOTHER,DV_61000003,10
OR_31000397,CS_11005721,PD_21005705,2023-05-31,06:23:23,6,"No Coupon",DV_61000005,0
OR_31000398,CS_11004019,PD_21009119,2024-12-30,02:24:31,3,"No Coupon",DV_61000005,0
OR_31000399,CS_11005247,PD_21007325,2023-01-01,22:17:44,8,"No Coupon",DV_61000004,0
OR_31000400,CS_11007588,PD_21006035,2023-11-09,14:18:46,3,ISSUE,DV_61000003,35
OR_31000401,CS_11008530,PD_21008589,2023-03-20,08:57:41,8,"No Coupon",DV_61000005,0
OR_31000402,CS_11003227,PD_21004163,2024-12-23,09:12:07,1,CANDIDATE,DV_61000001,15
OR_31000403,CS_11000241,PD_21007096,2024-05-11,19:36:15,10,POLITICAL,DV_61000004,25
OR_31000404,CS_11008527,PD_21001251,2023-10-03,05:06:30,3,DEFENSE,DV_61000004,5
OR_31000405,CS_11004692,PD_21002876,2024-09-02,14:35:41,7,"No Coupon",DV_61000005,0
OR_31000406,CS_11002286,PD_21003073,2024-09-17,08:03:15,9,AGENCY,DV_61000003,10
OR_31000407,CS_11003381,PD_21004584,2023-01-28,03:14:32,6,"No Coupon",DV_61000005,0
OR_31000408,CS_11005670,PD_21006172,2024-03-15,18:30:16,3,SIGNIFICANT,DV_61000002,10
OR_31000409,CS_11005233,PD_21002554,2023-03-28,03:52:43,2,"No Coupon",DV_61000005,0
OR_31000410,CS_11001436,PD_21004804,2023-08-09,04:53:50,2,TWO,DV_61000002,25
OR_31000411,CS_11000600,PD_21000863,2023-11-06,22:54:00,1,POLICE,DV_61000001,25
OR_31000412,CS_11000908,PD_21003258,2024-04-01,23:40:04,6,"No Coupon",DV_61000004,0
OR_31000413,CS_11000639,PD_21004184,2024-03-28,00:29:52,7,POOR,DV_61000004,25
OR_31000414,CS_11002242,PD_21004313,2024-10-28,14:46:20,6,"No Coupon",DV_61000003,0
OR_31000415,CS_11005880,PD_21002198,2024-09-12,05:27:50,8,BETTER,DV_61000005,12
OR_31000416,CS_11008095,PD_21007150,2024-12-12,10:28:05,8,"No Coupon",DV_61000001,0
OR_31000417,CS_11009366,PD_21003669,2023-04-12,08:11:45,2,"No Coupon",DV_61000002,0
OR_31000418,CS_11009817,PD_21002124,2023-04-15,22:13:23,6,WHEN,DV_61000003,10
OR_31000419,CS_11000184,PD_21003929,2024-04-17,04:48:17,4,"No Coupon",DV_61000001,0
OR_31000420,CS_11009142,PD_21004597,2024-02-09,15:54:01,9,SPECIAL,DV_61000001,10
OR_31000421,CS_11004941,PD_21001091,2023-01-08,13:57:23,6,CONGRESS,DV_61000002,15
OR_31000422,CS_11007789,PD_21004339,2023-07-26,17:17:29,3,OK,DV_61000002,20
OR_31000423,CS_11001822,PD_21007402,2024-03-05,15:56:02,5,"No Coupon",DV_61000004,0
OR_31000424,CS_11007589,PD_21009137,2024-06-20,07:04:19,9,INCREASE,DV_61000005,35
OR_31000425,CS_11003287,PD_21007853,2024-09-10,19:15:11,5,"No Coupon",DV_61000003,0
OR_31000426,CS_11007798,PD_21009328,2024-01-15,00:14:03,3,"No Coupon",DV_61000005,0
OR_31000427,CS_11006803,PD_21006661,2024-05-19,22:28:38,7,"No Coupon",DV_61000003,0
OR_31000428,CS_11007119,PD_21007204,2024-07-25,11:28:38,1,HIM,DV_61000001,40
OR_31000429,CS_11008487,PD_21003450,2023-03-10,18:32:40,5,"No Coupon",DV_61000002,0
OR_31000430,CS_11003862,PD_21005772,2023-09-29,14:09:04,9,"No Coupon",DV_61000002,0
OR_31000431,CS_11007911,PD_21001577,2024-09-15,04:32:02,1,"No Coupon",DV_61000001,0
OR_31000432,CS_11009446,PD_21000334,2023-08-22,01:10:10,1,WHILE,DV_61000001,10
OR_31000433,CS_11000750,PD_21004876,2024-09-02,04:55:42,3,STUDY,DV_61000003,10
OR_31000434,CS_11007984,PD_21001921,2023-02-04,10:41:02,4,OUR,DV_61000001,20
OR_31000435,CS_11003874,PD_21007752,2023-02-22,00:17:49,1,TIME,DV_61000003,25
OR_31000436,CS_11002434,PD_21003942,2023-05-14,00:33:11,7,"No Coupon",DV_61000005,0
OR_31000437,CS_11003184,PD_21008353,2024-11-22,19:18:00,5,"No Coupon",DV_61000002,0
OR_31000438,CS_11005392,PD_21000870,2024-11-29,08:35:09,3,"No Coupon",DV_61000002,0
OR_31000439,CS_11007938,PD_21009670,2024-03-18,00:45:55,9,"No Coupon",DV_61000002,0
OR_31000440,CS_11008122,PD_21000042,2023-10-14,09:59:12,5,"No Coupon",DV_61000005,0
OR_31000441,CS_11001558,PD_21006315,2023-07-12,04:58:36,9,BREAK,DV_61000005,12
OR_31000442,CS_11009411,PD_21004894,2024-11-27,08:16:15,7,STOCK,DV_61000004,10
OR_31000443,CS_11006275,PD_21001389,2023-09-14,21:02:04,8,WATCH,DV_61000003,10
OR_31000444,CS_11002396,PD_21007717,2024-02-20,08:27:19,6,CANDIDATE,DV_61000003,15
OR_31000445,CS_11009629,PD_21000122,2024-03-06,12:39:05,5,SOCIAL,DV_61000004,10
OR_31000446,CS_11006870,PD_21003819,2023-01-03,14:09:31,4,"No Coupon",DV_61000002,0
OR_31000447,CS_11005817,PD_21006221,2023-04-14,16:32:35,10,FACT,DV_61000003,25
OR_31000448,CS_11001850,PD_21001307,2024-04-28,04:38:16,1,IMAGINE,DV_61000003,35
OR_31000449,CS_11005535,PD_21002169,2023-07-23,07:52:43,10,"No Coupon",DV_61000002,0
OR_31000450,CS_11009489,PD_21007734,2024-02-19,04:05:46,3,RELATE,DV_61000001,5
OR_31000451,CS_11004642,PD_21009422,2024-03-15,16:12:17,3,"No Coupon",DV_61000001,0
OR_31000452,CS_11006920,PD_21009838,2023-04-20,04:21:58,9,NUMBER,DV_61000004,10
OR_31000453,CS_11008806,PD_21006213,2024-06-06,18:50:13,7,ATTACK,DV_61000005,10
OR_31000454,CS_11005441,PD_21007726,2024-10-20,04:33:03,10,GUESS,DV_61000003,50
OR_31000455,CS_11004313,PD_21007349,2024-03-07,13:40:56,5,"No Coupon",DV_61000003,0
OR_31000456,CS_11008704,PD_21004580,2024-10-14,02:18:08,9,"No Coupon",DV_61000004,0
OR_31000457,CS_11009523,PD_21001381,2023-01-26,22:59:10,4,GAME,DV_61000004,50
OR_31000458,CS_11004634,PD_21003199,2023-05-19,06:49:23,1,"No Coupon",DV_61000003,0
OR_31000459,CS_11001687,PD_21009117,2024-12-11,22:12:39,6,TREAT,DV_61000002,25
OR_31000460,CS_11005660,PD_21006908,2023-09-10,03:36:34,2,"No Coupon",DV_61000002,0
OR_31000461,CS_11000119,PD_21009249,2024-06-08,16:17:00,2,"No Coupon",DV_61000005,0
OR_31000462,CS_11003511,PD_21009533,2023-07-07,12:51:00,10,EVERYTHING,DV_61000003,20
OR_31000463,CS_11003648,PD_21003101,2024-06-09,18:50:22,6,ABOVE,DV_61000003,10
OR_31000464,CS_11004013,PD_21008162,2023-02-12,07:44:31,7,"No Coupon",DV_61000003,0
OR_31000465,CS_11007935,PD_21006621,2023-11-09,22:35:30,2,THIS,DV_61000003,25
OR_31000466,CS_11009164,PD_21003425,2024-08-23,10:06:59,7,DEVELOPMENT,DV_61000004,5
OR_31000467,CS_11000905,PD_21009841,2023-08-27,14:41:41,10,THEN,DV_61000001,25
OR_31000468,CS_11001368,PD_21002241,2023-03-28,01:30:17,10,SHE,DV_61000003,10
OR_31000469,CS_11006680,PD_21008673,2024-10-22,02:33:17,7,"No Coupon",DV_61000001,0
OR_31000470,CS_11000797,PD_21004093,2024-01-06,09:59:20,8,"No Coupon",DV_61000002,0
OR_31000471,CS_11008458,PD_21000836,2024-07-15,07:29:37,10,INSTITUTION,DV_61000005,35
OR_31000472,CS_11004450,PD_21005808,2024-11-08,03:10:45,3,LATER,DV_61000002,20
OR_31000473,CS_11008415,PD_21006249,2024-10-16,20:52:44,7,LARGE,DV_61000003,20
OR_31000474,CS_11003906,PD_21003685,2023-04-14,04:09:19,1,KITCHEN,DV_61000002,45
OR_31000475,CS_11000336,PD_21002777,2023-11-03,12:43:20,5,"No Coupon",DV_61000004,0
OR_31000476,CS_11009838,PD_21000152,2024-07-24,18:43:56,7,RICH,DV_61000001,5
OR_31000477,CS_11001087,PD_21005980,2024-08-03,10:55:16,5,ARTIST,DV_61000003,10
OR_31000478,CS_11004157,PD_21007903,2024-11-04,16:59:45,5,TASK,DV_61000004,25
OR_31000479,CS_11003180,PD_21003178,2024-01-13,19:35:33,8,CHARGE,DV_61000001,15
OR_31000480,CS_11002284,PD_21002971,2024-03-02,11:41:16,3,"No Coupon",DV_61000004,0
OR_31000481,CS_11007492,PD_21000562,2024-10-26,03:01:32,9,"No Coupon",DV_61000002,0
OR_31000482,CS_11002203,PD_21001611,2024-11-27,13:22:04,4,"No Coupon",DV_61000003,0
OR_31000483,CS_11001606,PD_21005336,2023-01-11,03:24:42,4,CLOSE,DV_61000002,15
OR_31000484,CS_11002628,PD_21000039,2023-10-23,09:29:57,4,TYPE,DV_61000005,25
OR_31000485,CS_11000082,PD_21007535,2023-11-05,10:55:49,4,"No Coupon",DV_61000003,0
OR_31000486,CS_11002861,PD_21009150,2024-11-07,21:04:34,1,"No Coupon",DV_61000002,0
OR_31000487,CS_11004286,PD_21005738,2024-05-08,07:55:50,5,DEBATE,DV_61000003,5
OR_31000488,CS_11005981,PD_21000157,2024-02-01,12:00:18,2,"No Coupon",DV_61000001,0
OR_31000489,CS_11000574,PD_21001325,2023-01-15,00:19:18,8,DECADE,DV_61000003,5
OR_31000490,CS_11001651,PD_21008399,2023-08-01,15:23:04,5,AIR,DV_61000003,10
OR_31000491,CS_11003016,PD_21002414,2023-05-19,14:34:39,9,WHERE,DV_61000001,10
OR_31000492,CS_11001035,PD_21004526,2024-02-09,00:55:29,5,TALK,DV_61000002,25
OR_31000493,CS_11008679,PD_21006097,2024-11-30,00:19:45,8,LOT,DV_61000003,20
OR_31000494,CS_11008775,PD_21003273,2023-05-24,05:40:03,7,"No Coupon",DV_61000004,0
OR_31000495,CS_11001433,PD_21007302,2023-03-30,13:00:38,5,OR,DV_61000003,20
OR_31000496,CS_11000230,PD_21006633,2024-10-04,01:58:03,1,"No Coupon",DV_61000002,0
OR_31000497,CS_11005947,PD_21007016,2024-09-30,15:49:17,9,"No Coupon",DV_61000001,0
OR_31000498,CS_11003762,PD_21004319,2023-01-19,11:38:39,9,YOUNG,DV_61000002,30
OR_31000499,CS_11006560,PD_21005485,2023-04-25,14:05:14,7,"No Coupon",DV_61000005,0
OR_31000500,CS_11006692,PD_21008042,2024-03-09,04:28:03,5,"No Coupon",DV_61000003,0
OR_31000501,CS_11002887,PD_21000137,2023-06-09,16:15:20,5,WEST,DV_61000003,10
OR_31000502,CS_11003524,PD_21000416,2024-01-25,21:00:03,4,"No Coupon",DV_61000001,0
OR_31000503,CS_11007018,PD_21003538,2024-12-29,21:13:19,10,"No Coupon",DV_61000003,0
OR_31000504,CS_11000177,PD_21000484,2023-01-07,22:57:42,6,FEDERAL,DV_61000004,25
OR_31000505,CS_11005201,PD_21009531,2024-09-30,14:06:16,5,"No Coupon",DV_61000004,0
OR_31000506,CS_11001659,PD_21000431,2024-12-06,00:42:21,6,"No Coupon",DV_61000002,0
OR_31000507,CS_11006942,PD_21007620,2023-06-24,08:43:31,10,"No Coupon",DV_61000001,0
OR_31000508,CS_11000346,PD_21001029,2023-05-21,11:27:28,7,"No Coupon",DV_61000005,0
OR_31000509,CS_11005695,PD_21001834,2024-06-12,02:05:33,10,"No Coupon",DV_61000002,0
OR_31000510,CS_11006512,PD_21003720,2024-05-23,02:23:26,6,"No Coupon",DV_61000001,0
OR_31000511,CS_11001457,PD_21007815,2023-07-30,02:54:39,7,"No Coupon",DV_61000001,0
OR_31000512,CS_11007159,PD_21002822,2024-06-16,09:23:17,9,"No Coupon",DV_61000002,0
OR_31000513,CS_11008953,PD_21003795,2024-07-26,02:16:45,8,GARDEN,DV_61000002,50
OR_31000514,CS_11004545,PD_21007767,2023-03-24,10:19:41,1,"No Coupon",DV_61000003,0
OR_31000515,CS_11008125,PD_21001803,2024-12-16,18:46:37,7,"No Coupon",DV_61000005,0
OR_31000516,CS_11001019,PD_21001123,2023-06-08,00:15:01,9,WORRY,DV_61000004,10
OR_31000517,CS_11007074,PD_21005026,2023-02-21,16:12:19,6,"No Coupon",DV_61000003,0
OR_31000518,CS_11006154,PD_21009514,2023-09-01,08:41:15,5,"No Coupon",DV_61000001,0
OR_31000519,CS_11000640,PD_21001516,2024-12-30,04:15:41,8,BETWEEN,DV_61000005,12
OR_31000520,CS_11009491,PD_21000047,2023-03-06,21:06:36,9,"No Coupon",DV_61000005,0
OR_31000521,CS_11009150,PD_21007343,2023-01-03,10:41:26,3,MEDICAL,DV_61000002,15
OR_31000522,CS_11002991,PD_21001253,2024-12-24,22:14:28,6,"No Coupon",DV_61000005,0
OR_31000523,CS_11007594,PD_21009999,2024-04-08,21:01:26,1,"No Coupon",DV_61000005,0
OR_31000524,CS_11009251,PD_21000242,2023-09-08,04:04:04,8,TOWN,DV_61000001,25
OR_31000525,CS_11002359,PD_21001835,2023-01-22,08:05:14,10,GREEN,DV_61000003,50
OR_31000526,CS_11008461,PD_21004691,2024-10-26,00:16:28,9,"No Coupon",DV_61000005,0
OR_31000527,CS_11004988,PD_21001483,2023-12-15,05:07:11,10,DECADE,DV_61000002,5
OR_31000528,CS_11003091,PD_21004612,2023-03-04,16:23:27,10,"No Coupon",DV_61000003,0
OR_31000529,CS_11008306,PD_21009087,2024-01-13,03:07:34,3,"No Coupon",DV_61000002,0
OR_31000530,CS_11006766,PD_21007471,2023-05-18,08:38:03,7,THANK,DV_61000005,25
OR_31000531,CS_11007514,PD_21001740,2023-08-29,06:28:35,1,BASE,DV_61000003,12
OR_31000532,CS_11009374,PD_21000178,2023-06-04,10:16:16,4,FORCE,DV_61000005,25
OR_31000533,CS_11009543,PD_21004850,2024-05-31,02:26:23,5,"No Coupon",DV_61000001,0
OR_31000534,CS_11008179,PD_21007982,2023-05-04,12:01:30,9,"No Coupon",DV_61000003,0
OR_31000535,CS_11005894,PD_21003822,2023-06-05,20:41:23,10,TRADE,DV_61000002,25
OR_31000536,CS_11004586,PD_21005766,2024-02-06,20:06:02,5,"No Coupon",DV_61000001,0
OR_31000537,CS_11001174,PD_21004455,2024-06-11,08:33:23,6,DEGREE,DV_61000004,5
OR_31000538,CS_11009621,PD_21009419,2023-10-30,04:00:44,10,"No Coupon",DV_61000002,0
OR_31000539,CS_11008266,PD_21002592,2023-05-20,13:02:40,6,"No Coupon",DV_61000005,0
OR_31000540,CS_11003726,PD_21009830,2024-01-29,20:30:17,2,IMPORTANT,DV_61000002,35
OR_31000541,CS_11006451,PD_21007557,2023-08-23,13:03:10,4,EVER,DV_61000004,20
OR_31000542,CS_11005612,PD_21003301,2024-08-24,06:26:59,2,CASE,DV_61000002,15
