Tr_ID,Or_ID,Transaction_Mode,Reward
TR_41000607,OR_31003033,"Debit Card",Yes
TR_41000608,OR_31000009,"Net Banking",No
TR_41000609,OR_31007649,Wallet,Yes
TR_41000610,OR_31007580,UPI,No
TR_41000611,OR_31001578,"Net Banking",Yes
TR_41000612,OR_31008078,UPI,No
TR_41000613,OR_31000569,"Credit Card",No
TR_41000614,OR_31003180,"Debit Card",No
TR_41000615,OR_31006868,"Debit Card",No
TR_41000616,OR_31006028,UPI,Yes
TR_41000617,OR_31008956,Wallet,Yes
TR_41000618,OR_31009587,Wallet,No
TR_41000619,OR_31001782,"Net Banking",Yes
TR_41000620,OR_31008962,UPI,Yes
TR_41000621,OR_31004994,"Debit Card",No
TR_41000622,OR_31005274,"Debit Card",Yes
TR_41000623,OR_31004933,"Debit Card",No
TR_41000624,OR_31002029,"Net Banking",No
TR_41000625,OR_31005450,UPI,No
TR_41000626,OR_31005975,Wallet,No
TR_41000627,OR_31008653,"Debit Card",Yes
TR_41000628,OR_31003322,"Debit Card",Yes
TR_41000629,OR_31001213,"Credit Card",No
TR_41000630,OR_31008036,UPI,Yes
TR_41000631,OR_31009367,"Debit Card",Yes
TR_41000632,OR_31007853,"Debit Card",No
TR_41000633,OR_31009358,"Net Banking",Yes
TR_41000634,OR_31001819,Wallet,No
TR_41000635,OR_31000339,UPI,Yes
TR_41000636,OR_31004784,UPI,Yes
TR_41000637,OR_31008027,Wallet,Yes
TR_41000638,OR_31004242,Wallet,Yes
TR_41000639,OR_31007158,"Credit Card",Yes
TR_41000640,OR_31000965,UPI,Yes
TR_41000641,OR_31009152,UPI,No
TR_41000642,OR_31000323,"Net Banking",No
TR_41000643,OR_31006161,"Net Banking",No
TR_41000644,OR_31007256,Wallet,No
TR_41000645,OR_31007339,"Debit Card",Yes
TR_41000646,OR_31002108,UPI,Yes
TR_41000647,OR_31001574,Wallet,No
TR_41000648,OR_31001699,"Net Banking",No
TR_41000649,OR_31008035,Wallet,No
TR_41000650,OR_31001888,UPI,No
TR_41000651,OR_31004072,Wallet,Yes
TR_41000652,OR_31003279,"Net Banking",Yes
TR_41000653,OR_31000442,UPI,No
TR_41000654,OR_31001798,"Credit Card",No
TR_41000655,OR_31004081,Wallet,Yes
TR_41000656,OR_31002465,Wallet,No
TR_41000657,OR_31001892,Wallet,Yes
TR_41000658,OR_31008597,Wallet,Yes
TR_41000659,OR_31000736,UPI,Yes
TR_41000660,OR_31006390,UPI,No
TR_41000661,OR_31001305,Wallet,No
TR_41000662,OR_31006828,Wallet,No
TR_41000663,OR_31002879,"Credit Card",No
TR_41000664,OR_31001052,Wallet,Yes
TR_41000665,OR_31009137,"Credit Card",Yes
TR_41000666,OR_31001058,"Net Banking",Yes
TR_41000667,OR_31009793,Wallet,No
TR_41000668,OR_31004134,"Credit Card",Yes
TR_41000669,OR_31004211,"Credit Card",No
TR_41000670,OR_31006258,UPI,Yes
TR_41000671,OR_31008870,"Credit Card",Yes
TR_41000672,OR_31003523,"Net Banking",Yes
TR_41000673,OR_31006735,"Credit Card",Yes
TR_41000674,OR_31001663,Wallet,Yes
TR_41000675,OR_31002419,"Debit Card",Yes
TR_41000676,OR_31003519,"Credit Card",Yes
TR_41000677,OR_31008987,"Credit Card",No
TR_41000678,OR_31009875,UPI,No
TR_41000679,OR_31006759,Wallet,No
TR_41000680,OR_31003636,"Credit Card",Yes
TR_41000681,OR_31000411,"Credit Card",No
TR_41000682,OR_31004864,"Credit Card",Yes
TR_41000683,OR_31006273,"Credit Card",Yes
TR_41000684,OR_31005383,UPI,No
TR_41000685,OR_31009283,UPI,No
TR_41000686,OR_31004020,Wallet,No
TR_41000687,OR_31001935,UPI,Yes
TR_41000688,OR_31001040,"Net Banking",No
TR_41000689,OR_31009704,"Net Banking",No
TR_41000690,OR_31002743,"Debit Card",No
TR_41000691,OR_31005134,Wallet,No
TR_41000692,OR_31002207,UPI,Yes
TR_41000693,OR_31000358,"Net Banking",No
TR_41000694,OR_31007571,"Debit Card",Yes
TR_41000695,OR_31000055,Wallet,No
TR_41000696,OR_31004114,Wallet,No
TR_41000697,OR_31005996,"Debit Card",Yes
TR_41000698,OR_31007762,Wallet,No
TR_41000699,OR_31008973,"Debit Card",Yes
TR_41000700,OR_31004907,"Net Banking",No
TR_41000701,OR_31001610,"Debit Card",No
TR_41000702,OR_31008967,"Net Banking",Yes
TR_41000703,OR_31007150,"Net Banking",Yes
TR_41000704,OR_31001650,"Net Banking",Yes
TR_41000705,OR_31008998,"Net Banking",Yes
TR_41000706,OR_31005312,Wallet,No
TR_41000707,OR_31008879,"Debit Card",Yes
TR_41000708,OR_31005939,"Credit Card",Yes
TR_41000709,OR_31009442,Wallet,No
TR_41000710,OR_31005993,"Credit Card",Yes
TR_41000711,OR_31003900,"Credit Card",No
TR_41000712,OR_31001096,"Debit Card",Yes
TR_41000713,OR_31008803,"Debit Card",Yes
TR_41000714,OR_31004144,"Credit Card",Yes
TR_41000715,OR_31004448,"Net Banking",Yes
TR_41000716,OR_31003686,UPI,Yes
TR_41000717,OR_31004102,"Net Banking",No
TR_41000718,OR_31006452,"Debit Card",Yes
TR_41000719,OR_31003838,UPI,No
TR_41000720,OR_31006922,"Net Banking",Yes
TR_41000721,OR_31007558,Wallet,Yes
TR_41000722,OR_31003377,"Net Banking",Yes
TR_41000723,OR_31004444,"Net Banking",Yes
TR_41000724,OR_31009073,Wallet,Yes
TR_41000725,OR_31003684,UPI,No
TR_41000726,OR_31007331,"Credit Card",Yes
TR_41000727,OR_31009918,UPI,Yes
TR_41000728,OR_31003616,Wallet,Yes
TR_41000729,OR_31001099,Wallet,No
TR_41000730,OR_31006822,Wallet,No
TR_41000731,OR_31001469,"Debit Card",No
TR_41000732,OR_31006228,"Debit Card",Yes
TR_41000733,OR_31004227,"Credit Card",Yes
TR_41000734,OR_31006272,"Credit Card",No
TR_41000735,OR_31007512,Wallet,Yes
TR_41000736,OR_31002140,"Credit Card",Yes
TR_41000737,OR_31008768,Wallet,Yes
TR_41000738,OR_31002106,"Net Banking",No
TR_41000739,OR_31002066,Wallet,Yes
TR_41000740,OR_31007022,Wallet,Yes
TR_41000741,OR_31005621,"Net Banking",No
TR_41000742,OR_31003119,"Credit Card",No
TR_41000743,OR_31005684,UPI,No
TR_41000744,OR_31006807,Wallet,No
TR_41000745,OR_31008894,UPI,No
TR_41000746,OR_31004031,Wallet,Yes
TR_41000747,OR_31002115,"Credit Card",No
TR_41000748,OR_31001368,"Debit Card",No
TR_41000749,OR_31006299,"Credit Card",Yes
TR_41000750,OR_31005298,UPI,Yes
TR_41000751,OR_31005104,UPI,No
TR_41000752,OR_31005564,"Net Banking",No
TR_41000753,OR_31005582,"Credit Card",No
TR_41000754,OR_31005533,UPI,No
TR_41000755,OR_31004742,"Credit Card",No
TR_41000756,OR_31001578,"Net Banking",Yes
TR_41000757,OR_31002104,UPI,No
TR_41000758,OR_31009590,"Net Banking",Yes
TR_41000759,OR_31001763,UPI,No
TR_41000760,OR_31005909,"Debit Card",No
TR_41000761,OR_31005506,"Net Banking",Yes
TR_41000762,OR_31009323,"Debit Card",No
TR_41000763,OR_31009097,"Credit Card",Yes
TR_41000764,OR_31004311,Wallet,Yes
TR_41000765,OR_31004109,Wallet,Yes
TR_41000766,OR_31001807,UPI,No
TR_41000767,OR_31006777,"Credit Card",No
TR_41000768,OR_31005345,"Net Banking",No
TR_41000769,OR_31006318,"Debit Card",No
TR_41000770,OR_31001451,"Net Banking",No
TR_41000771,OR_31002356,"Credit Card",Yes
TR_41000772,OR_31004542,"Credit Card",Yes
TR_41000773,OR_31003114,UPI,No
TR_41000774,OR_31000788,"Credit Card",No
TR_41000775,OR_31006273,"Net Banking",Yes
TR_41000776,OR_31003360,"Debit Card",Yes
TR_41000777,OR_31009431,"Net Banking",Yes
TR_41000778,OR_31007599,UPI,No
TR_41000779,OR_31007962,"Debit Card",No
TR_41000780,OR_31009970,"Net Banking",No
TR_41000781,OR_31005894,UPI,No
TR_41000782,OR_31006605,"Debit Card",No
TR_41000783,OR_31003313,Wallet,Yes
TR_41000784,OR_31006406,"Debit Card",Yes
TR_41000785,OR_31002708,"Credit Card",No
TR_41000786,OR_31001919,"Credit Card",No
TR_41000787,OR_31001833,UPI,Yes
TR_41000788,OR_31003061,UPI,No
TR_41000789,OR_31003549,UPI,Yes
TR_41000790,OR_31006019,UPI,No
TR_41000791,OR_31003229,Wallet,No
TR_41000792,OR_31001546,"Debit Card",Yes
TR_41000793,OR_31005839,"Credit Card",Yes
TR_41000794,OR_31007362,"Credit Card",No
TR_41000795,OR_31003803,"Debit Card",Yes
TR_41000796,OR_31008751,"Net Banking",Yes
TR_41000797,OR_31002422,"Credit Card",Yes
TR_41000798,OR_31005947,UPI,Yes
TR_41000799,OR_31007674,"Debit Card",Yes
TR_41000800,OR_31002259,UPI,No
TR_41000801,OR_31005843,"Debit Card",Yes
TR_41000802,OR_31008766,UPI,Yes
TR_41000803,OR_31003027,"Credit Card",No
TR_41000804,OR_31001414,"Debit Card",Yes
TR_41000805,OR_31005742,"Credit Card",No
TR_41000806,OR_31007435,"Credit Card",Yes
TR_41000807,OR_31000406,"Debit Card",No
TR_41000808,OR_31003431,"Credit Card",Yes
TR_41000809,OR_31001356,"Net Banking",Yes
TR_41000810,OR_31003046,"Net Banking",Yes
TR_41000811,OR_31007512,"Net Banking",No
TR_41000812,OR_31004504,UPI,Yes
TR_41000813,OR_31009434,UPI,No
TR_41000814,OR_31009789,"Credit Card",No
TR_41000815,OR_31001961,Wallet,No
TR_41000816,OR_31008594,Wallet,Yes
TR_41000817,OR_31005827,UPI,Yes
TR_41000818,OR_31000761,"Credit Card",No
TR_41000819,OR_31004272,Wallet,No
TR_41000820,OR_31009074,"Credit Card",No
TR_41000821,OR_31008852,"Net Banking",No
TR_41000822,OR_31005350,UPI,No
TR_41000823,OR_31007116,UPI,Yes
TR_41000824,OR_31009466,"Net Banking",No
TR_41000825,OR_31009289,UPI,Yes
TR_41000826,OR_31003841,"Credit Card",No
TR_41000827,OR_31009674,Wallet,No
TR_41000828,OR_31007740,"Credit Card",No
TR_41000829,OR_31007984,"Debit Card",No
TR_41000830,OR_31008670,Wallet,Yes
TR_41000831,OR_31009687,"Debit Card",Yes
TR_41000832,OR_31009749,"Debit Card",Yes
TR_41000833,OR_31007148,Wallet,Yes
TR_41000834,OR_31008799,"Debit Card",Yes
TR_41000835,OR_31005805,"Net Banking",No
TR_41000836,OR_31003194,Wallet,No
TR_41000837,OR_31003906,"Debit Card",Yes
TR_41000838,OR_31001171,Wallet,No
TR_41000839,OR_31005903,"Credit Card",No
TR_41000840,OR_31007535,"Credit Card",No
TR_41000841,OR_31009290,"Credit Card",No
TR_41000842,OR_31009661,Wallet,Yes
TR_41000843,OR_31005673,"Net Banking",Yes
TR_41000844,OR_31005138,"Credit Card",Yes
TR_41000845,OR_31003131,UPI,Yes
TR_41000846,OR_31007620,"Net Banking",Yes
TR_41000847,OR_31001697,UPI,Yes
TR_41000848,OR_31000048,"Credit Card",No
TR_41000849,OR_31000752,"Credit Card",No
TR_41000850,OR_31009849,"Debit Card",No
TR_41000851,OR_31008165,"Credit Card",Yes
TR_41000852,OR_31008695,"Net Banking",Yes
TR_41000853,OR_31001816,Wallet,No
TR_41000854,OR_31002871,"Net Banking",No
TR_41000855,OR_31001771,UPI,Yes
TR_41000856,OR_31004909,UPI,Yes
TR_41000857,OR_31003754,"Debit Card",Yes
TR_41000858,OR_31005707,UPI,No
TR_41000859,OR_31002741,"Debit Card",No
TR_41000860,OR_31002329,Wallet,No
TR_41000861,OR_31003624,"Net Banking",No
TR_41000862,OR_31003042,"Net Banking",No
TR_41000863,OR_31000394,Wallet,Yes
TR_41000864,OR_31007922,"Net Banking",No
TR_41000865,OR_31003761,Wallet,No
TR_41000866,OR_31007701,"Debit Card",Yes
TR_41000867,OR_31007402,UPI,No
TR_41000868,OR_31004269,Wallet,Yes
TR_41000869,OR_31006543,"Credit Card",Yes
TR_41000870,OR_31003256,"Net Banking",No
TR_41000871,OR_31009611,"Credit Card",Yes
TR_41000872,OR_31001864,"Net Banking",No
TR_41000873,OR_31001538,Wallet,No
TR_41000874,OR_31004509,"Credit Card",No
TR_41000875,OR_31001825,Wallet,Yes
TR_41000876,OR_31001505,"Net Banking",Yes
TR_41000877,OR_31004929,"Debit Card",No
TR_41000878,OR_31005404,UPI,Yes
TR_41000879,OR_31000845,"Debit Card",No
TR_41000880,OR_31003733,"Credit Card",Yes
TR_41000881,OR_31002284,Wallet,Yes
TR_41000882,OR_31001544,Wallet,Yes
TR_41000883,OR_31005017,"Credit Card",Yes
TR_41000884,OR_31001391,UPI,No
TR_41000885,OR_31004754,"Net Banking",No
TR_41000886,OR_31005925,Wallet,Yes
TR_41000887,OR_31008124,UPI,Yes
TR_41000888,OR_31008271,Wallet,Yes
TR_41000889,OR_31008138,"Credit Card",No
TR_41000890,OR_31009173,"Credit Card",No
TR_41000891,OR_31000576,"Net Banking",Yes
TR_41000892,OR_31009728,"Debit Card",No
TR_41000893,OR_31008375,"Net Banking",Yes
TR_41000894,OR_31007807,"Debit Card",Yes
TR_41000895,OR_31007491,"Debit Card",No
TR_41000896,OR_31000497,"Net Banking",Yes
TR_41000897,OR_31005827,"Credit Card",No
TR_41000898,OR_31007477,"Debit Card",No
TR_41000899,OR_31008429,"Net Banking",Yes
TR_41000900,OR_31008954,UPI,Yes
TR_41000901,OR_31002000,"Credit Card",Yes
TR_41000902,OR_31008145,"Credit Card",No
TR_41000903,OR_31006134,"Debit Card",Yes
TR_41000904,OR_31004150,"Net Banking",No
TR_41000905,OR_31005320,UPI,No
TR_41000906,OR_31008409,"Debit Card",No
TR_41000907,OR_31006241,UPI,No
TR_41000908,OR_31008345,UPI,No
TR_41000909,OR_31007939,"Net Banking",No
TR_41000910,OR_31007529,Wallet,No
TR_41000911,OR_31005602,Wallet,Yes
TR_41000912,OR_31001174,"Credit Card",Yes
TR_41000913,OR_31006541,"Credit Card",Yes
TR_41000914,OR_31009246,"Debit Card",No
TR_41000915,OR_31003850,"Credit Card",Yes
TR_41000916,OR_31008083,"Net Banking",No
TR_41000917,OR_31005896,UPI,No
TR_41000918,OR_31001066,"Net Banking",No
TR_41000919,OR_31009178,"Net Banking",No
TR_41000920,OR_31008325,"Credit Card",Yes
TR_41000921,OR_31003044,UPI,Yes
TR_41000922,OR_31001746,"Net Banking",Yes
TR_41000923,OR_31001006,"Debit Card",Yes
TR_41000924,OR_31000099,"Debit Card",No
TR_41000925,OR_31003958,"Net Banking",No
TR_41000926,OR_31002037,Wallet,No
TR_41000927,OR_31008062,Wallet,No
TR_41000928,OR_31000922,"Debit Card",No
TR_41000929,OR_31006560,Wallet,Yes
TR_41000930,OR_31005736,Wallet,Yes
TR_41000931,OR_31004763,"Net Banking",No
TR_41000932,OR_31006001,UPI,No
TR_41000933,OR_31001871,"Credit Card",No
TR_41000934,OR_31001069,"Net Banking",Yes
TR_41000935,OR_31001536,"Net Banking",Yes
TR_41000936,OR_31006770,"Debit Card",No
TR_41000937,OR_31001814,"Net Banking",Yes
TR_41000938,OR_31003731,"Net Banking",Yes
TR_41000939,OR_31005236,"Net Banking",Yes
TR_41000940,OR_31000130,UPI,Yes
TR_41000941,OR_31003673,"Credit Card",No
TR_41000942,OR_31000348,"Net Banking",Yes
TR_41000943,OR_31005334,"Credit Card",No
TR_41000944,OR_31002428,UPI,Yes
TR_41000945,OR_31006802,"Debit Card",Yes
TR_41000946,OR_31002902,"Debit Card",Yes
TR_41000947,OR_31003130,"Debit Card",No
TR_41000948,OR_31003802,"Net Banking",Yes
TR_41000949,OR_31000175,"Debit Card",No
TR_41000950,OR_31002719,"Net Banking",Yes
TR_41000951,OR_31004378,"Net Banking",Yes
TR_41000952,OR_31002669,"Debit Card",Yes
TR_41000953,OR_31000218,"Credit Card",Yes
TR_41000954,OR_31008385,Wallet,No
TR_41000955,OR_31000044,Wallet,Yes
TR_41000956,OR_31003720,"Net Banking",Yes
TR_41000957,OR_31005980,"Credit Card",Yes
TR_41000958,OR_31008131,"Credit Card",No
TR_41000959,OR_31004945,"Credit Card",Yes
TR_41000960,OR_31009431,Wallet,No
TR_41000961,OR_31002465,"Credit Card",Yes
TR_41000962,OR_31004611,UPI,No
TR_41000963,OR_31007647,"Debit Card",No
TR_41000964,OR_31002337,"Debit Card",Yes
TR_41000965,OR_31000625,UPI,Yes
TR_41000966,OR_31000104,"Net Banking",No
TR_41000967,OR_31007715,UPI,No
TR_41000968,OR_31004020,UPI,Yes
TR_41000969,OR_31009885,"Debit Card",Yes
TR_41000970,OR_31003794,Wallet,No
TR_41000971,OR_31000034,"Credit Card",No
TR_41000972,OR_31008353,"Credit Card",No
TR_41000973,OR_31002756,"Credit Card",Yes
TR_41000974,OR_31001732,"Debit Card",Yes
TR_41000975,OR_31002805,"Net Banking",Yes
TR_41000976,OR_31006517,"Credit Card",Yes
TR_41000977,OR_31000777,"Net Banking",No
TR_41000978,OR_31001844,"Debit Card",No
TR_41000979,OR_31001067,Wallet,Yes
TR_41000980,OR_31006504,"Credit Card",No
TR_41000981,OR_31000023,"Credit Card",Yes
TR_41000982,OR_31009654,"Net Banking",No
TR_41000983,OR_31007589,UPI,Yes
TR_41000984,OR_31000954,UPI,Yes
TR_41000985,OR_31006700,"Net Banking",No
TR_41000986,OR_31005427,"Credit Card",No
TR_41000987,OR_31001904,Wallet,No
TR_41000988,OR_31001584,"Debit Card",Yes
TR_41000989,OR_31005977,"Credit Card",No
TR_41000990,OR_31001705,"Net Banking",Yes
TR_41000991,OR_31001076,Wallet,No
TR_41000992,OR_31009044,"Net Banking",No
TR_41000993,OR_31000027,UPI,No
TR_41000994,OR_31003843,Wallet,Yes
TR_41000995,OR_31004469,"Debit Card",Yes
TR_41000996,OR_31008361,"Net Banking",No
TR_41000997,OR_31002503,"Debit Card",Yes
TR_41000998,OR_31002291,"Debit Card",No
TR_41000999,OR_31006551,"Credit Card",No
TR_41001000,OR_31001494,"Debit Card",No
TR_41001001,OR_31005719,"Debit Card",Yes
TR_41001002,OR_31000704,UPI,Yes
TR_41001003,OR_31004413,Wallet,No
TR_41001004,OR_31002576,UPI,Yes
TR_41001005,OR_31007047,Wallet,Yes
TR_41001006,OR_31007974,"Debit Card",No
TR_41001007,OR_31006874,"Credit Card",Yes
TR_41001008,OR_31007979,Wallet,Yes
TR_41001009,OR_31001720,"Debit Card",Yes
TR_41001010,OR_31005383,"Credit Card",Yes
TR_41001011,OR_31000487,"Debit Card",No
TR_41001012,OR_31007666,Wallet,Yes
TR_41001013,OR_31000075,UPI,No
TR_41001014,OR_31009804,UPI,No
TR_41001015,OR_31000383,"Debit Card",Yes
TR_41001016,OR_31003317,Wallet,No
TR_41001017,OR_31000341,UPI,No
TR_41001018,OR_31002888,UPI,Yes
TR_41001019,OR_31009025,"Credit Card",Yes
TR_41001020,OR_31000187,"Net Banking",No
TR_41001021,OR_31007686,"Net Banking",Yes
TR_41001022,OR_31005904,"Credit Card",Yes
TR_41001023,OR_31002517,Wallet,Yes
TR_41001024,OR_31002757,"Credit Card",No
TR_41001025,OR_31003180,"Debit Card",No
TR_41001026,OR_31005575,UPI,No
TR_41001027,OR_31000202,"Debit Card",No
TR_41001028,OR_31009476,Wallet,Yes
TR_41001029,OR_31007740,"Debit Card",Yes
TR_41001030,OR_31008237,Wallet,No
TR_41001031,OR_31004893,"Debit Card",No
TR_41001032,OR_31007756,UPI,No
TR_41001033,OR_31004703,Wallet,No
TR_41001034,OR_31004354,UPI,No
TR_41001035,OR_31007950,"Debit Card",No
TR_41001036,OR_31007679,"Debit Card",No
TR_41001037,OR_31002897,"Net Banking",Yes
TR_41001038,OR_31009513,"Net Banking",No
TR_41001039,OR_31007254,UPI,No
TR_41001040,OR_31001344,"Debit Card",No
TR_41001041,OR_31001475,"Debit Card",No
TR_41001042,OR_31000586,"Credit Card",Yes
TR_41001043,OR_31000763,Wallet,Yes
TR_41001044,OR_31001579,Wallet,Yes
TR_41001045,OR_31007061,"Debit Card",Yes
TR_41001046,OR_31008184,Wallet,Yes
TR_41001047,OR_31006900,UPI,No
TR_41001048,OR_31001571,UPI,Yes
TR_41001049,OR_31007715,"Credit Card",Yes
TR_41001050,OR_31009274,Wallet,No
TR_41001051,OR_31006378,UPI,Yes
TR_41001052,OR_31005548,Wallet,Yes
TR_41001053,OR_31003438,"Debit Card",No
TR_41001054,OR_31005626,Wallet,No
TR_41001055,OR_31000878,"Credit Card",No
TR_41001056,OR_31003938,Wallet,No
TR_41001057,OR_31009361,"Net Banking",Yes
TR_41001058,OR_31003908,"Debit Card",No
TR_41001059,OR_31009167,UPI,Yes
TR_41001060,OR_31002724,"Credit Card",Yes
TR_41001061,OR_31007774,"Net Banking",No
TR_41001062,OR_31005454,"Credit Card",No
TR_41001063,OR_31005866,"Net Banking",Yes
TR_41001064,OR_31009766,"Credit Card",No
TR_41001065,OR_31003005,UPI,No
TR_41001066,OR_31009612,"Debit Card",No
TR_41001067,OR_31008740,Wallet,No
TR_41001068,OR_31008795,"Net Banking",Yes
TR_41001069,OR_31008607,UPI,No
TR_41001070,OR_31007526,"Debit Card",Yes
TR_41001071,OR_31007081,"Debit Card",No
TR_41001072,OR_31001819,UPI,Yes
TR_41001073,OR_31009581,UPI,No
TR_41001074,OR_31004362,"Net Banking",No
TR_41001075,OR_31005466,"Credit Card",Yes
TR_41001076,OR_31001664,UPI,Yes
TR_41001077,OR_31000306,"Net Banking",No
TR_41001078,OR_31004906,"Credit Card",Yes
TR_41001079,OR_31006212,"Credit Card",No
TR_41001080,OR_31006856,UPI,Yes
TR_41001081,OR_31005427,"Debit Card",Yes
TR_41001082,OR_31002011,"Credit Card",Yes
TR_41001083,OR_31006029,Wallet,Yes
TR_41001084,OR_31004304,Wallet,Yes
TR_41001085,OR_31008286,"Debit Card",No
TR_41001086,OR_31000614,"Net Banking",No
TR_41001087,OR_31000771,"Credit Card",Yes
TR_41001088,OR_31000781,"Net Banking",No
TR_41001089,OR_31008131,"Credit Card",No
TR_41001090,OR_31001614,"Credit Card",No
TR_41001091,OR_31001365,"Net Banking",No
TR_41001092,OR_31004185,Wallet,No
TR_41001093,OR_31009559,Wallet,Yes
TR_41001094,OR_31007741,"Debit Card",No
TR_41001095,OR_31001410,"Debit Card",Yes
TR_41001096,OR_31007338,Wallet,Yes
TR_41001097,OR_31005841,UPI,No
TR_41001098,OR_31009924,"Net Banking",Yes
TR_41001099,OR_31004805,"Credit Card",Yes
TR_41001100,OR_31002684,"Credit Card",Yes
TR_41001101,OR_31000016,UPI,No
TR_41001102,OR_31004645,"Debit Card",Yes
TR_41001103,OR_31005044,UPI,No
TR_41001104,OR_31002942,"Debit Card",No
TR_41001105,OR_31005075,Wallet,Yes
TR_41001106,OR_31005191,UPI,Yes
TR_41001107,OR_31003268,"Debit Card",Yes
TR_41001108,OR_31000422,"Credit Card",No
TR_41001109,OR_31004011,UPI,No
TR_41001110,OR_31006163,Wallet,No
TR_41001111,OR_31002957,UPI,No
TR_41001112,OR_31005706,"Debit Card",No
TR_41001113,OR_31009959,"Net Banking",Yes
TR_41001114,OR_31009548,"Net Banking",Yes
TR_41001115,OR_31009479,Wallet,No
TR_41001116,OR_31000574,"Credit Card",Yes
TR_41001117,OR_31004113,UPI,No
TR_41001118,OR_31009187,"Credit Card",Yes
TR_41001119,OR_31004477,"Credit Card",No
TR_41001120,OR_31008009,"Net Banking",Yes
TR_41001121,OR_31007809,UPI,Yes
TR_41001122,OR_31007816,Wallet,Yes
TR_41001123,OR_31002391,UPI,Yes
TR_41001124,OR_31007611,UPI,Yes
TR_41001125,OR_31008396,"Net Banking",No
TR_41001126,OR_31000488,"Credit Card",No
TR_41001127,OR_31007535,"Credit Card",No
TR_41001128,OR_31009307,"Net Banking",No
TR_41001129,OR_31007941,Wallet,Yes
TR_41001130,OR_31008741,UPI,Yes
TR_41001131,OR_31006354,"Debit Card",No
TR_41001132,OR_31009836,"Credit Card",No
TR_41001133,OR_31000800,"Debit Card",No
TR_41001134,OR_31000500,"Net Banking",No
TR_41001135,OR_31009531,"Credit Card",No
TR_41001136,OR_31003561,Wallet,Yes
TR_41001137,OR_31003774,"Credit Card",No
TR_41001138,OR_31001445,"Net Banking",No
TR_41001139,OR_31008561,UPI,Yes
TR_41001140,OR_31000242,"Credit Card",No
TR_41001141,OR_31002321,"Credit Card",Yes
TR_41001142,OR_31001854,"Credit Card",Yes
TR_41001143,OR_31004505,UPI,No
TR_41001144,OR_31008282,"Debit Card",No
TR_41001145,OR_31002560,"Debit Card",No
TR_41001146,OR_31003801,"Credit Card",No
TR_41001147,OR_31002901,Wallet,No
TR_41001148,OR_31005534,"Net Banking",No
TR_41001149,OR_31008455,"Credit Card",Yes
TR_41001150,OR_31008212,UPI,Yes
TR_41001151,OR_31000822,"Net Banking",No
TR_41001152,OR_31005531,UPI,No
TR_41001153,OR_31000936,Wallet,No
TR_41001154,OR_31008677,UPI,Yes
TR_41001155,OR_31008014,"Debit Card",No
TR_41001156,OR_31008994,"Net Banking",Yes
TR_41001157,OR_31000101,UPI,No
TR_41001158,OR_31009125,"Debit Card",Yes
TR_41001159,OR_31003791,"Debit Card",No
TR_41001160,OR_31003098,"Debit Card",Yes
TR_41001161,OR_31001602,"Credit Card",Yes
TR_41001162,OR_31007094,"Credit Card",Yes
TR_41001163,OR_31000621,"Credit Card",No
TR_41001164,OR_31003406,Wallet,No
TR_41001165,OR_31004103,"Debit Card",Yes
TR_41001166,OR_31003279,Wallet,No
TR_41001167,OR_31005872,UPI,No
TR_41001168,OR_31000646,Wallet,Yes
TR_41001169,OR_31003252,"Net Banking",No
TR_41001170,OR_31006467,"Credit Card",No
TR_41001171,OR_31008017,Wallet,No
TR_41001172,OR_31008874,"Credit Card",Yes
TR_41001173,OR_31003297,"Debit Card",Yes
TR_41001174,OR_31004245,UPI,Yes
TR_41001175,OR_31009107,"Debit Card",No
TR_41001176,OR_31001616,"Credit Card",No
TR_41001177,OR_31002234,"Net Banking",No
TR_41001178,OR_31008357,"Credit Card",Yes
TR_41001179,OR_31003915,"Credit Card",Yes
TR_41001180,OR_31003605,"Debit Card",No
TR_41001181,OR_31006433,Wallet,Yes
TR_41001182,OR_31006587,"Net Banking",No
TR_41001183,OR_31002927,UPI,No
TR_41001184,OR_31005147,UPI,No
